concept_id_1,concept_name_1,concept_id_2,concept_code_2,concept_name_2,attribute_category
73851,Effusion of joint of multiple sites,36695780,773190007,Joint structure of multiple body sites,Has finding site
73854,Progressive myositis ossificans,4116830,255399007,Congenital,Has occurrence
73854,Progressive myositis ossificans,4133963,127954009,Skeletal muscle structure,Has finding site
73854,Progressive myositis ossificans,4243907,38109001,Osseous metaplasia,Has asso morph
73855,Arrest of bone development AND/OR growth,4154333,272673000,Bone structure,Has finding site
73855,Arrest of bone development AND/OR growth,4204670,308490002,Pathological developmental process,Has pathology
73855,Arrest of bone development AND/OR growth,4308872,83477007,Growth arrest,Has asso morph
73866,Congenital anomaly of breast,4116830,255399007,Congenital,Has occurrence
73866,Congenital anomaly of breast,4175951,49755003,Morphologically abnormal structure,Has asso morph
73866,Congenital anomaly of breast,4204670,308490002,Pathological developmental process,Has pathology
73866,Congenital anomaly of breast,4298444,76752008,Breast structure,Has finding site
73872,Congenital deformity of knee joint,4116830,255399007,Congenital,Has occurrence
73872,Congenital deformity of knee joint,4169744,49076000,Knee joint structure,Has finding site
73872,Congenital deformity of knee joint,4204670,308490002,Pathological developmental process,Has pathology
73872,Congenital deformity of knee joint,4263843,6081001,Deformity,Has asso morph
73884,Closed fracture of three ribs,4011851,113197003,Bone structure of rib,Has finding site
73884,Closed fracture of three ribs,36675156,771486008,Closed fracture of multiple bones,Has asso morph
73888,Open fracture of navicular bone of foot,4178756,52329006,"Fracture, open",Has asso morph
73888,Open fracture of navicular bone of foot,4328070,75772009,Bone structure of navicular,Has finding site
73888,Open fracture of navicular bone of foot,36674407,773760007,Traumatic event,Has due to
73889,Sprain of distal tibiofibular ligament,4298490,384709000,Sprain,Has asso morph
73889,Sprain of distal tibiofibular ligament,4314540,87183004,Structure of ligament of distal tibiofibular joint,Has finding site
73889,Sprain of distal tibiofibular ligament,36674407,773760007,Traumatic event,Has due to
73913,Burn of shoulder,4061541,16982005,Shoulder region structure,Has finding site
73913,Burn of shoulder,4168004,48333001,Burn injury,Has asso morph
73913,Burn of shoulder,36674407,773760007,Traumatic event,Has due to
73923,Contusion of upper arm,4165266,40983000,Upper arm structure,Has finding site
73923,Contusion of upper arm,4203279,308492005,Contusion - lesion,Has asso morph
73923,Contusion of upper arm,36674407,773760007,Traumatic event,Has due to
73925,Burn of upper limb,4168004,48333001,Burn injury,Has asso morph
73925,Burn of upper limb,4200396,53120007,Upper limb structure,Has finding site
73925,Burn of upper limb,36674407,773760007,Traumatic event,Has due to
74052,Labyrinthitis,4121004,302462009,Labyrinth structure,Has finding site
74052,Labyrinthitis,4253008,409774005,Inflammatory morphology,Has asso morph
74064,Ankylosis of temporomandibular joint,4202366,53620006,Temporomandibular joint structure,Has finding site
74064,Ankylosis of temporomandibular joint,4271126,36504009,Ankylosis,Has asso morph
74080,Orthostatic proteinuria,4047487,122489005,Urinary system structure,Has finding site
74080,Orthostatic proteinuria,4084765,281302008,Above reference range,Has interpretation
74080,Orthostatic proteinuria,4181040,363800008,General wellbeing,Has interprets
74080,Orthostatic proteinuria,4211845,57378007,Urine protein measurement,Has interprets
74124,Traumatic arthropathy,440921,417746004,Traumatic injury,Occurs after
74124,Traumatic arthropathy,4214466,39352004,Joint structure,Has finding site
74124,Traumatic arthropathy,36674407,773760007,Traumatic event,Has due to
74125,Inflammatory polyarthropathy,4253008,409774005,Inflammatory morphology,Has asso morph
74125,Inflammatory polyarthropathy,36695780,773190007,Joint structure of multiple body sites,Has finding site
74127,Contracture of elbow joint,4027910,127949000,Elbow region structure,Has finding site
74127,Contracture of elbow joint,4053347,1250004,Decreased,Has interpretation
74127,Contracture of elbow joint,4185672,298878008,Elbow joint - range of movement,Has interprets
74127,Contracture of elbow joint,4237281,57048009,Contracture,Has asso morph
74739,Osteopathy from poliomyelitis,378679,398102009,Acute poliomyelitis,Occurs after
74739,Osteopathy from poliomyelitis,4154333,272673000,Bone structure,Has finding site
75070,Lordosis deformity of spine following surgical procedure,4128342,289959001,Musculoskeletal structure of spine,Has finding site
75070,Lordosis deformity of spine following surgical procedure,4246304,61051007,Anteroposterior abnormal curvature,Has asso morph
75070,Lordosis deformity of spine following surgical procedure,4301351,387713003,Surgical procedure,Occurs after
193782,End-stage renal disease,4125554,260379002,Impaired,Has interpretation
193782,End-stage renal disease,4236661,90734009,Chronic,Has clinical course
193782,End-stage renal disease,4271678,64033007,Kidney structure,Has finding site
193782,End-stage renal disease,40282772,11953005,Renal function,Has interprets
609115,Proliferative retinopathy of left eye due to diabetes mellitus type 1,201254,46635009,Type 1 diabetes mellitus,Has due to
609115,Proliferative retinopathy of left eye due to diabetes mellitus type 1,4045406,13018008,Neovascularization,Has asso morph
609115,Proliferative retinopathy of left eye due to diabetes mellitus type 1,4242269,58443009,Structure of retina of left eye,Has finding site
761734,Ulcer of right ankle due to postphlebitic syndrome,4070679,20427003,Postthrombotic syndrome,Has due to
761734,Ulcer of right ankle due to postphlebitic syndrome,4206914,56208002,Ulcer,Has asso morph
761734,Ulcer of right ankle due to postphlebitic syndrome,4283074,6685009,Structure of right ankle,Has finding site
762432,Family history of hepatoma,4123303,303071001,Person in the family,Has relat context
762432,Family history of hepatoma,4132506,410511007,Current or past,Has temporal context
762432,Family history of hepatoma,4253628,410515003,Known present,Has finding context
4215689,Heart failure confirmed,4034855,15240007,Current,Has temporal context
4215689,Heart failure confirmed,4259510,410512000,Current or specified,Has temporal context
4215689,Heart failure confirmed,4259630,410604004,Subject of record,Has relat context
4215689,Heart failure confirmed,4259631,410605003,Confirmed present,Has finding context
37164934,Intraoperative subcutaneous emphysema,4169883,49158009,Emphysema,Has asso morph
37164934,Intraoperative subcutaneous emphysema,4217988,71966008,Subcutaneous tissue structure,Has finding site
37164934,Intraoperative subcutaneous emphysema,4301351,387713003,Surgical procedure,During
37167589,Obstructed labor due to interlocked twins,444386,69777007,Interlocked twins,Has due to
37167589,Obstructed labor due to interlocked twins,4093906,26036001,Obstruction,Has asso morph
37167589,Obstructed labor due to interlocked twins,4128030,236973005,Delivery procedure,During
37167589,Obstructed labor due to interlocked twins,4221840,8389004,Structure of obstetrical canal,Has finding site
37167589,Obstructed labor due to interlocked twins,37160330,1156682000,Maternal intrapartum period,Has occurrence
37207424,Severe muscle atrophy,4028206,13331008,Atrophy,Has asso morph
37207424,Severe muscle atrophy,4087703,24484000,Severe,Has severity
37207424,Severe muscle atrophy,4133963,127954009,Skeletal muscle structure,Has finding site
37207425,Mild generalized edema,4116992,255604002,Mild,Has severity
37207425,Mild generalized edema,4196943,79654002,Edema,Has asso morph
46270436,Chronic tophaceous gout of elbow caused by drug,4061414,16953009,Elbow joint structure,Has finding site
46270436,Chronic tophaceous gout of elbow caused by drug,4084765,281302008,Above reference range,Has interpretation
46270436,Chronic tophaceous gout of elbow caused by drug,4156643,270984004,Blood urate measurement,Has interprets
46270436,Chronic tophaceous gout of elbow caused by drug,4214466,39352004,Joint structure,Has finding site
46270436,Chronic tophaceous gout of elbow caused by drug,4236661,90734009,Chronic,Has clinical course
46270436,Chronic tophaceous gout of elbow caused by drug,4253008,409774005,Inflammatory morphology,Has asso morph
46270436,Chronic tophaceous gout of elbow caused by drug,4254051,410942007,Drug or medicament,Has causative agent
46270436,Chronic tophaceous gout of elbow caused by drug,4307013,3875003,Tophus,Has asso morph
