concept_id_1,concept_name_1,concept_id_2,concept_code_2,concept_name_2
30234,Neck sprain,4185207,298397000,Lesion of neck
25211,Iatrogenic pituitary disorder,444199,12456005,Iatrogenic disorder
72712,Synovial cyst,4116964,300861003,Mass of musculoskeletal structure
24076,Chronic peptic ulcer with hemorrhage AND obstruction,4174044,49232000,Chronic peptic ulcer with hemorrhage
72926,Labyrinthine fistula,45757697,33391000119104,Ear lesion
72992,Allergic arthritis,4224742,422339003,Non-IgE-mediated allergic disorder
30274,Full thickness burn of neck,42538213,741071004,Full thickness burn of head and/or neck
25780,Pituitary dwarfism,373087,87536007,Central nervous system complication
22492,Foreign body in pharynx,31057,75860007,Disorder of pharynx
22955,Perforation of esophagus,4202064,51875005,Gastrointestinal perforation
73872,Congenital deformity of knee joint,4324765,428724006,Arthropathy of knee joint
25698,Complication of transplanted pancreas,192963,3855007,Disorder of pancreas
27235,Primary malignant neoplasm of carotid body,40487047,447883002,Malignant neoplasm of carotid body
23806,Atrophy of salivary gland,4179873,362975008,Degenerative disorder
26441,Bleeding ulcer of esophagus,25844,30811009,Ulcer of esophagus
26823,Oral phase dysphagia,31317,40739000,Dysphagia
73231,Arthralgia of temporomandibular joint,4168686,274667000,Jaw pain
73534,Disproportion between fetus and pelvis,4219381,417470001,Finding of bone of pelvis
73287,Crystal arthropathy of ankle AND/OR foot,80484,18834007,Crystal arthropathy
23237,Acute peptic ulcer with hemorrhage AND obstruction,4024846,196687006,Acute peptic ulcer with obstruction
30356,Benign neoplasm of pharynx,4156941,271324001,"Benign neoplasm of lip, oral cavity and pharynx"
73409,Primary anal syphilis,4193166,312121001,Bacterial gastrointestinal infectious disease
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,4235740,90489006,Peptic ulcer with hemorrhage AND with perforation but without obstruction
73089,Contusion of buttock,199978,91603007,Contusion of lower limb
30679,Benign neoplasm of major salivary gland,4054610,126787005,Neoplasm of major salivary gland
30678,Polyglandular activity in multiple endocrine adenomatosis,22856,111546006,Polyglandular dysfunction
72618,Disorder of skeletal muscle,137275,129565002,Disorder of muscle
73849,Acquired lordosis deformity of spine,4044721,12903001,Acquired curvature of spine
73889,Sprain of distal tibiofibular ligament,4115535,201953000,Traumatic arthropathy of tibiofibular joint
73373,Epidermal burn of upper limb,73925,6055000,Burn of upper limb
30234,Neck sprain,133298,111235007,Musculoskeletal disorder of the neck
23868,Congenital anomaly of esophagus,31610,37657006,Disorder of esophagus
73012,Lordosis deformity of spine,73302,64217002,Curvature of spine
25211,Iatrogenic pituitary disorder,23986,399244003,Disorder of pituitary gland
26378,Hyperpituitarism,23164,51742006,Disorder of anterior pituitary
