source_concept_id,source_term,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name
42484445,Plasmodium malariae malaria without complication,438353,Quartan malaria,exactMatch,,,,Plasmodium malariae malaria without complication,-1,
42484592,Other specified infestations,432251,Parasitic disease,exactMatch,,,,infestations,432251,Parasitic disease
42484594,Unspecified parasitic disease,432251,Parasitic disease,exactMatch,,,,parasitic disease,432251,Parasitic disease
42484898,"Malignant melanoma of upper limb, including shoulder",4149851,Malignant melanoma of upper limb,exactMatch,,,,"Malignant melanoma of upper limb, including shoulder",-1,
42485220,"Non-Hodgkin lymphoma, unspecified",4038838,Non-Hodgkin's lymphoma (clinical),exactMatch,,,,Non-Hodgkin lymphoma,37156353,Non-Hodgkin lymphoma
42485669,"Neoplasm of uncertain or unknwon behavior of endocrine gland, unspecified",4302836,Neoplasm of endocrine gland,exactMatch,,,,Neoplasm of endocrine gland,4302836,Neoplasm of endocrine gland
42485732,Thalassaemia,30978,Thalassemia,exactMatch,,,,Thalassaemia,30978,Thalassemia
42485777,Anaemia in other chronic diseases classified elsewhere,437247,Anemia of chronic disease,exactMatch,,,,Anaemia in chronic diseases,-1,
42485847,Selective deficiency of immunoglobulin M[IgM],434893,Selective immunoglobulin M deficiency,exactMatch,,,,Selective deficiency of immunoglobulin M[IgM],-1,
42485922,"Nontoxic goitre, unspecified",141825,Simple goiter,exactMatch,,,,Nontoxic goitre,-1,
42486231,"Hyperaldosteronism, unspecified",195213,Hyperaldosteronism,exactMatch,,,,Hyperaldosteronism,195213,Hyperaldosteronism
42486310,Other vitamin deficiencies,436658,Vitamin deficiency,exactMatch,,,,vitamin deficiencies,436658,Vitamin deficiency
42486319,Copper deficiency,4024266,Hypocupremia,exactMatch,,,,Copper deficiency,4024266,Hypocupremia
42486358,Disorders of tyrosine metabolism,4291019,Disorder of tyrosine metabolism,exactMatch,,,,Disorders of tyrosine metabolism,4291019,Disorder of tyrosine metabolism
42486701,"Persistent mood[affective] disorder, unspe- cified",444100,Mood disorder,exactMatch,,,,"Persistent mood[affective] disorder, unspe- cified",-1,
42486889,Childhood autism,434902,Autistic disorder of childhood onset,exactMatch,,,,Childhood autism,434902,Autistic disorder of childhood onset
42486962,"Meningitis, unspecified",435785,Meningitis,exactMatch,,,,Meningitis,435785,Meningitis
42487128,"Migraine, unspecified",318736,Migraine,exactMatch,,,,Migraine,318736,Migraine
42487129,Other headache syndromes,375527,Headache disorder,exactMatch,,,,headache syndromes,-1,
42487203,Other nerve root and plexus disorders,43531046,Disorder of nerve root and/or plexus,exactMatch,,,,nerve root and plexus disorders,-1,
42487208,Nerve root and plexus compressions in spondylosis(M47.-�),4105009,Nerve root and plexus compressions in spondylosis,exactMatch,,,,Nerve root and plexus compressions in spondylosis(M47.-�),-1,
42487274,Congenital and developmental myasthenia,4046356,Congenital myasthenic syndrome,exactMatch,,,,Congenital and developmental myasthenia,-1,
42488431,"Nonrheumatic mitral valve disorder, unspecified",45769461,Non-rheumatic mitral valve disease,exactMatch,,,,Nonrheumatic mitral valve disorder,-1,
42488458,Isolated myocarditis,4143969,Isolated (Fiedler's) myocarditis,exactMatch,,,,Isolated myocarditis,-1,
42488570,Subdural haemorrhage (acute)(nontraumatic),42535426,Acute nontraumatic subdural hemorrhage,exactMatch,,,,Subdural haemorrhage (acute)(nontraumatic),-1,
42488804,Nonspecific lymphadenitis,316084,Lymphadenitis,exactMatch,,,,Nonspecific lymphadenitis,-1,
42489033,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified, mild",257004,Acute exacerbation of chronic obstructive pulmonary disease,broadMatch,,,,"Chronic obstructive pulmonary disease with acute exacerbation, mild",-1,
42489037,Other specified chronic obstructive pulmonary disease,255573,Chronic obstructive pulmonary disease,exactMatch,,,,chronic obstructive pulmonary disease,255573,Chronic obstructive pulmonary disease
42489041,"Other specified chronic obstructive pulmonary disease, unspecified",255573,Chronic obstructive pulmonary disease,exactMatch,,,,chronic obstructive pulmonary disease,255573,Chronic obstructive pulmonary disease
42489065,Status asthmaticus,37116845,Acute severe refractory exacerbation of asthma,exactMatch,,,,Status asthmaticus,37116845,Acute severe refractory exacerbation of asthma
42489166,"Chronic respiratory failure, type I [hypoxic]",4177862,Chronic hypoxemic respiratory failure,exactMatch,,,,"Chronic respiratory failure, type I [hypoxic]",-1,
42489309,Sensitive dentine,4028685,Sensitive dentin,exactMatch,,,,Sensitive dentine,-1,
42489347,Acute periodontitis,132943,Acute periodontitis,exactMatch,,,,Acute periodontitis,132943,Acute periodontitis
42489389,"Anomaly of jaw size, unspecified",45757682,Anomaly of jaw size,exactMatch,,,,Anomaly of jaw size,45757682,Anomaly of jaw size
42489446,Other specified disorders of teeth and supporting structures,201603,Disorder of teeth AND/OR supporting structures,exactMatch,,,,disorders of teeth and supporting structures,-1,
42489473,Disturbances of salivary secretion,27587,Disturbance of salivary secretion,exactMatch,,,,Disturbances of salivary secretion,27587,Disturbance of salivary secretion
42489523,Acute erosion of stomach with haemorrhage,4143871,Erosion of stomach with hemorrhage,exactMatch,4143871.0,Acute erosion of stomach with haemorrhage,broadMatch,Acute erosion of stomach with haemorrhage,-1,
42489570,Chronic or unspecified gastrojejunal ulcer with hemorrhage,433515,Chronic gastrojejunal ulcer with hemorrhage,exactMatch,,,,Chronic gastrojejunal ulcer with hemorrhage,433515,Chronic gastrojejunal ulcer with hemorrhage
42489572,Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,4164920,Chronic gastrojejunal ulcer with hemorrhage and perforation,exactMatch,,,,Chronic gastrojejunal ulcer with hemorrhage and perforation,4164920,Chronic gastrojejunal ulcer with hemorrhage and perforation
42489645,Incisionall hernia with gangrene,199868,Incisional hernia with gangrene,exactMatch,,,,Incisionall hernia with gangrene,-1,
42489776,Other specified functional intestinal disorders,196151,Functional disorder of intestine,exactMatch,,,,functional intestinal disorders,-1,
42489837,Disorders of peritoneum in infectious diseases classified elsewhere,443796,Infectious peritonitis,exactMatch,,,,Disorders of peritoneum in infectious diseases classified elsewhere,-1,
42489855,"Alcoholic liver disease, unspecified",201612,Alcoholic liver damage,exactMatch,,,,Alcoholic liver disease,201612,Alcoholic liver damage
42489917,"Biliary cirrhosis, unspecified, unspecified",192675,Biliary cirrhosis,exactMatch,,,,Biliary cirrhosis,192675,Biliary cirrhosis
42489995,Other diseases of pancreas,192963,Disorder of pancreas,exactMatch,,,,diseases of pancreas,-1,
42490022,Other diseases of digestive system,4201745,Disorder of digestive system,exactMatch,,,,diseases of digestive system,-1,
42490152,Allergic contact dermatitis due to dyes,4064029,Allergic contact dermatitis caused by dye,exactMatch,,,,Allergic contact dermatitis due to dyes,-1,
42490238,Other specified papulosquamous disorders,4330878,Papulosquamous dermatosis,exactMatch,,,,papulosquamous disorders,-1,
42490240,Papulosquamous disorders in diseases classified elsewhere,4330878,Papulosquamous dermatosis,exactMatch,,,,Papulosquamous disorders in diseases classified elsewhere,-1,
42490480,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,200174,Disorder of skin and/or subcutaneous tissue,exactMatch,,,,disorders of skin and subcutaneous tissue,200174,Disorder of skin and/or subcutaneous tissue
42490575,"Arthritis in other bacterial diseases classified elsewhere, forearm",136779,Disorder of forearm,broadMatch,,,,"Arthritis, forearm",-1,
42490600,"Arthritis in other viral diseases classified elsewhere, lower leg",4094283,Lower limb joint arthritis,broadMatch,,,,"Arthritis, lower leg",-1,
42490762,Rheumatoid arthritis with involvement of other organs and systems,80809,Rheumatoid arthritis,broadMatch,,,,Rheumatoid arthritis with involvement of other organs and systems,-1,
42490880,"Seronegative rheumatoid arthritis, shoulder region",1244750,Seronegative rheumatoid arthritis of joint of shoulder region,exactMatch,,,,"Seronegative rheumatoid arthritis, shoulder region",-1,
42491304,"Other chondrocalcinosis, lower leg",437064,Chondrocalcinosis,broadMatch,,,,"chondrocalcinosis, lower leg",-1,
42491445,Lipoid dermatoarthritis(E78.8�),4224167,Lipoid dermatoarthritis,exactMatch,,,,Lipoid dermatoarthritis(E78.8�),-1,
42491566,"Varus deformity, NEC, multiple sites",37110367,Acquired varus deformity of limb,broadMatch,,,,"Varus deformity, multiple sites",-1,
42491704,"Loose body in joint, site unspecified",79104,Loose body in joint,exactMatch,,,,Loose body in joint,79104,Loose body in joint
42491927,Other forms of systemic lupus erythematosus,257628,Systemic lupus erythematosus,exactMatch,,,,systemic lupus erythematosus,257628,Systemic lupus erythematosus
42492095,"Other secondary scoliosis, site unspecified",4006163,Acquired scoliosis,exactMatch,,,,secondary scoliosis,-1,
42492193,"Other recurrent vertebral subluxation, occipito-atlanto-axial region",4134176,Subluxation of joint of cervical spine,broadMatch,,,,"recurrent vertebral subluxation, occipito-atlanto-axial region",-1,
42492510,"Spondylopathy in other infectious and parasitic diseases classified elsewhere, lumbosacral region",37207722,Disorder of joint of lumbosacral vertebra,broadMatch,,,,"Spondylopathy in infectious and parasitic diseases, lumbosacral region",-1,
42492784,Other calcification of muscle,40490403,Calcification of muscle,exactMatch,,,,calcification of muscle,40490403,Calcification of muscle
42492923,Other disorders of muscle in diseases classified elsewhere,137275,Disorder of muscle,exactMatch,,,,disorders of muscle,137275,Disorder of muscle
42492978,"Other synovitis and tenosynovitis, other",74728,Synovitis and tenosynovitis,exactMatch,,,,synovitis and tenosynovitis,74728,Synovitis and tenosynovitis
42493024,"Spontaneous rupture of flexor tendons, other",4188441,Spontaneous rupture of flexor tendons,exactMatch,,,,Spontaneous rupture of flexor tendons,4188441,Spontaneous rupture of flexor tendons
42493253,"Necrotising fasciitis, hand",133566,Necrotizing fasciitis,broadMatch,,,,"Necrotising fasciitis, hand",-1,
42493483,Other specified soft tissue disorders,376208,Disorder of soft tissue,exactMatch,,,,soft tissue disorders,376208,Disorder of soft tissue
42493875,Fibrous dysplasia (monostotic),4233830,Monostotic fibrous dysplasia,exactMatch,,,,Fibrous dysplasia (monostotic),-1,
42494070,"Idiopathic aseptic necrosis of bone, forearm",4326828,Osteonecrosis of bone of upper limb,broadMatch,,,,"Idiopathic aseptic necrosis of bone, forearm",-1,
42494188,"Other disorders of bone development and growth, ankle and foot",44782620,Disorder of free lower limb,broadMatch,,,,"disorders of bone development and growth, ankle and foot",-1,
42494383,"Chondromalacia, site unspecified",438531,Chondromalacia,exactMatch,,,,Chondromalacia,438531,Chondromalacia
42495121,"Incomplete other abortion, with other and unspecified complications (conditions in O08.3-O08.)",434413,Incomplete miscarriage with complication,exactMatch,,,,Incomplete abortion,-1,
42495174,Gestational [pregnancy-induced] hypertension,4167493,Pregnancy-induced hypertension,exactMatch,,,,Gestational [pregnancy-induced] hypertension,-1,
42495402,Prolonged pregnancy,432695,Post-term pregnancy,exactMatch,,,,Prolonged pregnancy,432695,Post-term pregnancy
42495425,Failed medical induction of labour,438491,Failed medical induction of labor,exactMatch,,,,Failed medical induction of labour,438491,Failed medical induction of labor
42495520,Toxic reaction to local anaesthesia during labour and delivery,4065626,Toxic reaction to local anesthetic during labor and delivery,exactMatch,,,,Toxic reaction to local anaesthesia during labour and delivery,-1,
42495796,Other respiratory distress of newborn,258866,Respiratory distress syndrome in the newborn,exactMatch,37161510.0,Neonatal respiratory distress,exactMatch,respiratory distress of newborn,-1,
42496152,"Congenital absence, atresia and stricture of auditory canal(external)",4185093,Congenital stricture of external auditory canal,broadMatch,,,,"Congenital absence, atresia and stricture of auditory canal(external)",-1,
42496228,Other specified congenital malformations of heart,312723,Congenital heart disease,exactMatch,,,,congenital malformations of heart,-1,
42496887,"Localized swelling, mass and lump of skin and subcutaneous tissue",4102120,Swelling of skin,broadMatch,,,,"Localized swelling, mass and lump of skin and subcutaneous tissue",-1,
42496937,Frequency of micturition,4270128,Frequency of urination,exactMatch,200843.0,Finding of frequency of urination,exactMatch,Frequency of micturition,200843,Finding of frequency of urination
42497062,Clubbing of fingers,134746,Finger clubbing,exactMatch,,,,Clubbing of fingers,-1,
42497161,Abnormal microbiological findings in specimens from male genital organs,4171911,Abnormal microbiological finding in specimen from male genital organ,exactMatch,,,,Abnormal microbiological findings in specimens from male genital organs,-1,
42498185,Open wound of vagina and vulva,37310188,Open wound of female external genitalia,broadMatch,,,,Open wound of vagina and vulva,-1,
42498186,Open wound of other and unspecified external genital organs,4239520,Open wound of external genital organs,exactMatch,,,,Open wound of external genital organs,4239520,Open wound of external genital organs
42500798,Toxic effects of phenol and phenol homologues,4187822,Poisoning by phenol,exactMatch,40483089.0,Poisoning by phenolic,exactMatch,Toxic effects of phenol and phenol homologues,-1,
42500894,Other specified effects of reduced temperature,4086745,General effects of low temperature,exactMatch,37111520.0,Cold injury,exactMatch,effects of reduced temperature,-1,
42501284,Resistance to other single specified antibiotic,37017452,Drug resistance to antibacterial agent,exactMatch,,,,Resistance to antibiotic,-1,
42502994,Inhalation of gastric contents,254163,Pulmonary aspiration of gastric contents,exactMatch,,,,Inhalation of gastric contents,254163,Pulmonary aspiration of gastric contents
42503460,"Contact with venomous marine animals and plants, unspecified place",4155221,Exposure to poison of venomous animals and plants,broadMatch,,,,Contact with venomous marine animals and plants,-1,
42505118,"Surgical operation with formation of external stoma as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",4123283,Disorder of stoma,broadMatch,,,,Abnormal reaction or later complication due to surgical operation with formation of external stoma,-1,
42505140,Sequelae of assault,4054807,Late effects of assault,exactMatch,,,,Sequelae of assault,-1,
42505276,Contact with and exposure to intestinal infectious diseases,37116462,Exposure to intestinal infectious disease,exactMatch,,,,Contact with and exposure to intestinal infectious diseases,-1,
42505348,Menstrual extraction,2004528,Menstrual extraction or regulation,exactMatch,,,,Menstrual extraction,2004528,Menstrual extraction or regulation
42505756,Family history of malignant neoplasm of breast,4179963,Family history of breast cancer,exactMatch,,,,Family history of malignant neoplasm of breast,4179963,Family history of breast cancer
42505891,Heart and lungs transplant status,42538118,Transplanted heart-lung present,exactMatch,42538118.0,Transplanted heart-lung present,broadMatch,Heart and lungs transplant status,-1,
42505980,"Hereditary disturbances in tooth structure, unspecified",606884,Hereditary disorder of tooth,exactMatch,,,,Hereditary disturbances in tooth structure,-1,
42616346,"Pyogenic arthritis, unspecified, Upper arm",76191,Disorder of upper arm,broadMatch,,,,"Pyogenic arthritis, upper arm",-1,
42617391,"Thoracogenic scoliosis, site unspecified",253009,Thoracogenic scoliosis,exactMatch,,,,Thoracogenic scoliosis,253009,Thoracogenic scoliosis
42617412,"Other forms of scoliosis, occipito-atlanto-axial region",4179319,Scoliosis of cervical spine,broadMatch,,,,"scoliosis, occipito-atlanto-axial region",-1,
42617680,"Spinal stenosis, lumbosacral region",4152592,Spinal stenosis of lumbosacral region,exactMatch,,,,"Spinal stenosis, lumbosacral region",-1,
42617855,"Sacrococcygeal disorders, not elsewhere classified, sacral and sacrococcygeal region",138841,Disorder of sacrum,broadMatch,,,,"Sacrococcygeal disorders, sacral and sacrococcygeal region",-1,
42617884,"Panniculitis affecting regions of neck and back, sacral and sacrococcygeal region",4273693,Panniculitis affecting sacrum,broadMatch,,,,"Panniculitis of neck, back, sacral and sacrococcygeal regions",-1,
42617901,"Other dorsalgia, thoracolumbar region",42596408,Thoracolumbar back pain,exactMatch,,,,"dorsalgia, thoracolumbar region",-1,
42618386,"Syphilitic bursitis, pelvic region and thigh",4001478,Syphilitic bursitis,broadMatch,,,,"Syphilitic bursitis, pelvic region and thigh",-1,
42618665,"Localized osteoporosis [Lequesne], other",4004623,Localized osteoporosis - Lequesne,exactMatch,,,,Localized osteoporosis [Lequesne],4004623,Localized osteoporosis - Lequesne
42618963,"Subacute osteomyelitis, ankle and foot",4284844,Subacute osteomyelitis,broadMatch,,,,"Subacute osteomyelitis, ankle and foot",-1,
42619005,"Other osteomyelitis, multiple sites",134137,Osteomyelitis of multiple sites,exactMatch,,,,"osteomyelitis, multiple sites",-1,
42619027,"Idiopathic aseptic necrosis of bone, forearm",4326828,Osteonecrosis of bone of upper limb,broadMatch,,,,"Idiopathic aseptic necrosis of bone, forearm",-1,
42619363,"Juvenile idiopathic scoliosis, multiple sites in spine",4067872,Adolescent idiopathic scoliosis,broadMatch,,,,"Juvenile idiopathic scoliosis, multiple sites in spine",-1,
42890581,Haemangioma of bone,37310560,Hemangioma of bone,exactMatch,,,,Haemangioma of bone,37310560,Hemangioma of bone
43054093,Undifferentiated nasopharyngeal carcinoma,4306501,Undifferentiated carcinoma of nasopharynx,exactMatch,,,,Undifferentiated nasopharyngeal carcinoma,-1,
43054172,Myxofibrosarcoma,36716855,Primary myxofibrosarcoma,exactMatch,,,,Myxofibrosarcoma,45771359,Myxofibrosarcoma
44503431,"Neoplasm, benign of cerebral meninges",376063,Benign neoplasm of cerebral meninges,exactMatch,,,,"Neoplasm, benign of cerebral meninges",-1,
44503495,"Astrocytoma, NOS, of brain stem",37016118,Astrocytoma of brain stem,exactMatch,,,,"Astrocytoma, brain stem",-1,
44504255,"Neoplasm, benign of vulva, NOS",438390,Benign neoplasm of vulva,exactMatch,,,,Benign neoplasm of vulva,438390,Benign neoplasm of vulva
44505202,"Neoplasm, benign of placenta",4242817,Benign neoplasm of placenta,exactMatch,,,,"Neoplasm, benign of placenta",-1,
44819370,Human herpesvirus 6 encephalitis,40479557,Encephalitis caused by human herpesvirus 6 infection,exactMatch,,,,Human herpesvirus 6 encephalitis,-1,
44819551,"Other and unspecified alcohol dependence, episodic",435243,Alcohol dependence,exactMatch,435532.0,Episodic chronic alcoholism,exactMatch,"alcohol dependence, episodic",-1,
44819592,"Migraine, unspecified",318736,Migraine,exactMatch,,,,Migraine,318736,Migraine
44819790,"Duodenitis, without mention of hemorrhage",433516,Duodenitis,exactMatch,,,,Duodenitis without hemorrhage,-1,
44820068,Other abnormality of urination,45757776,Abnormal urination,exactMatch,,,,abnormality of urination,-1,
44821095,Exfoliation due to erythematous condition involving 10-19 percent of body surface,40481101,Erythema of skin,broadMatch,,,,Exfoliation due to erythematous condition involving 10-19 percent of body surface,-1,
44821154,"Enthesopathy of elbow, unspecified",73842,Enthesopathy of elbow region,exactMatch,,,,Enthesopathy of elbow,73842,Enthesopathy of elbow region
44821454,Accidents caused by transmission machinery,439456,Accident caused by power transmission machinery,exactMatch,,,,Accidents caused by transmission machinery,-1,
44821843,Other choreas,440990,Chorea,exactMatch,,,,chorea,440990,Chorea
44821875,Other macular scars,372907,Scarred macula,exactMatch,,,,macular scars,372907,Scarred macula
44822511,Poisoning by antiasthmatics,316577,Poisoning by antiasthmatic,exactMatch,,,,Poisoning by antiasthmatics,316577,Poisoning by antiasthmatic
44824112,"Other specified types of schizophrenia, subchronic",440373,Subchronic schizophrenia,exactMatch,,,,"schizophrenia, subchronic",-1,
44824615,Other vomiting in newborn,4169915,Vomiting in newborn,exactMatch,,,,vomiting in newborn,4169915,Vomiting in newborn
44825829,Psychomotor deficit,4220292,Impaired psychomotor performance,exactMatch,42535018.0,Cognitive deficit in psychomotor function,exactMatch,Psychomotor deficit,-1,
44826331,Madura foot,196329,Mycetoma of foot,exactMatch,,,,Madura foot,196329,Mycetoma of foot
44826498,Episodic mood disorders,44784632,Episodic mood disorder,exactMatch,,,,Episodic mood disorders,44784632,Episodic mood disorder
44826645,Cerebral embolism without mention of cerebral infarction,375557,Cerebral embolism,exactMatch,,,,Cerebral embolism,375557,Cerebral embolism
44827043,"Open dislocation of hip, unspecified site",75669,Open dislocation of hip,exactMatch,,,,Open dislocation of hip,75669,Open dislocation of hip
44827270,Late effects of self-inflicted injury,435446,Late effect of self inflicted injury,exactMatch,,,,Late effects of self-inflicted injury,435446,Late effect of self inflicted injury
44827457,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",256896,Tuberculosis of bronchus,exactMatch,,,,Tuberculosis of bronchus,256896,Tuberculosis of bronchus
44827613,Other specified acquired hypothyroidism,138384,Acquired hypothyroidism,exactMatch,,,,acquired hypothyroidism,138384,Acquired hypothyroidism
44827777,Mitral valve insufficiency and aortic valve stenosis,320115,Mitral insufficiency and aortic stenosis,exactMatch,,,,Mitral valve insufficiency and aortic valve stenosis,-1,
44827905,"Other specified disorders of uterus, not elsewhere classified",200780,Disorder of uterus,exactMatch,,,,disorders of uterus,200780,Disorder of uterus
44827989,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication",444094,Finding related to pregnancy,broadMatch,,,,"phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with postpartum complication",-1,
44828277,Late effects of other and unspecified injuries,435119,Late effect of injury,exactMatch,,,,Late effects of injuries,435119,Late effect of injury
44828833,Dissociative identity disorder,435230,Multiple personality disorder,exactMatch,,,,Dissociative identity disorder,435230,Multiple personality disorder
44828968,Mitral valve stenosis and aortic valve insufficiency,321041,Mitral stenosis and aortic insufficiency,exactMatch,,,,Mitral valve stenosis and aortic valve insufficiency,-1,
44829488,Anaphylactic reaction due to vaccination,37163629,Anaphylaxis caused by component of vaccine product,exactMatch,,,,Anaphylactic reaction due to vaccination,-1,
44829563,"Poisoning by other gases, undetermined whether accidentally or purposely inflicted",40493247,Poisoning by fumes,exactMatch,608027.0,Poisoning caused by gaseous substance,exactMatch,Poisoning by other gases,-1,
44829711,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",375732,Tuberculoma of brain,exactMatch,,,,Tuberculoma of brain,375732,Tuberculoma of brain
44829752,Hepatitis E with hepatic coma,377604,Hepatic coma,broadMatch,,,,Hepatitis E with hepatic coma,-1,
44829905,Graft-versus-host disease,443216,Graft versus host disease,exactMatch,,,,Graft-versus-host disease,443216,Graft versus host disease
44830208,Kidney failure following abortion and ectopic and molar pregnancies,444094,Finding related to pregnancy,broadMatch,,,,Kidney failure following abortion and ectopic and molar pregnancies,-1,
44830295,Unspecified disorder of lactation,80471,Disorder of lactation,exactMatch,,,,disorder of lactation,80471,Disorder of lactation
44830450,Other symptoms involving urinary system,4024000,Urinary system finding,exactMatch,74174.0,Urinary symptoms,exactMatch,symptoms involving urinary system,-1,
44830528,Intracranial injury of other and unspecified nature with open intracranial wound,438590,Brain injury with open intracranial wound,exactMatch,,,,Intracranial injury with open intracranial wound,-1,
44830588,Full-thickness skin loss due to burn [third degree NOS] of trunk,198911,Full thickness burn of trunk,exactMatch,,,,third degree burn of trunk,198911,Full thickness burn of trunk
44830712,Assault by submersion [drowning],439448,Assault by drowning,exactMatch,,,,Assault by submersion [drowning],-1,
44830718,Terrorism involving other means,439237,Assault,broadMatch,,,,Terrorism,4106471,Terrorism
44830798,Other urinary problems,4024000,Urinary system finding,exactMatch,75865.0,Disorder of the urinary system,exactMatch,urinary problems,-1,
44831576,Late anemia of fetus or newborn due to isoimmunization,4071073,Late anemia of newborn due to isoimmunization,exactMatch,,,,Late anemia of fetus or newborn due to isoimmunization,-1,
44832349,Disorders of visual cortex associated with neoplasms,4109398,Visual cortex disorder due to neoplasm,exactMatch,,,,Disorders of visual cortex associated with neoplasms,-1,
44833187,"Tuberculous fibrosis of lung, bacteriological or histological examination not done",258335,Tuberculous fibrosis of lung,exactMatch,,,,Tuberculous fibrosis of lung,258335,Tuberculous fibrosis of lung
44833191,"Tuberculous meningitis, unspecified",441775,Tuberculosis of meninges,exactMatch,,,,Tuberculous meningitis,441775,Tuberculosis of meninges
44833229,Other specified viral meningitis,433403,Viral meningitis,exactMatch,,,,viral meningitis,433403,Viral meningitis
44833445,"Persistent migraine aura with cerebral infarction, with intractable migraine, so stated, with status migrainosus",377844,Status migrainosus,broadMatch,,,,"Persistent migraine aura with cerebral infarction, with intractable migraine, so stated, with status migrainosus",-1,
44833605,"Upper respiratory tract hypersensitivity reaction, site unspecified",254387,Upper respiratory tract hypersensitivity reaction,exactMatch,,,,Upper respiratory tract hypersensitivity reaction,254387,Upper respiratory tract hypersensitivity reaction
44833743,"Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition",442781,Disorder of uterine cervix,broadMatch,,,,"congenital or acquired abnormality of cervix, delivered",-1,
44834882,"Peripheral neuritis in pregnancy, postpartum condition or complication",4062566,Peripheral neuritis in pregnancy with postnatal complication,exactMatch,,,,"Peripheral neuritis in pregnancy, postpartum condition or complication",-1,
44834899,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",4069761,Retained fetal tissue,broadMatch,,,,"multiple pregnancy with fetal loss and retention of one or more fetuses, delivered",-1,
44834936,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition",4041280,Postpartum finding,broadMatch,,,,"Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered",-1,
44835126,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with brief [less than one hour] loss of consciousness",4264281,Open fracture,broadMatch,,,,"Open fractures involving skull or face with other bones, with brief loss of consciousness",-1,
44835800,"Opioid type dependence, unspecified",438120,Opioid dependence,exactMatch,,,,Opioid type dependence,-1,
44836554,Accident caused by unspecified electric current,435146,Accident caused by electric current,exactMatch,,,,Accident caused by electric current,435146,Accident caused by electric current
44837245,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",194700,"Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium",exactMatch,,,,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium",-1,
44837370,"Chronic osteomyelitis, site unspecified",134735,Chronic osteomyelitis,exactMatch,,,,Chronic osteomyelitis,134735,Chronic osteomyelitis
45420635,Hypertrophic cicatrix,4058388,Hypertrophic scar,exactMatch,,,,Hypertrophic cicatrix,4058388,Hypertrophic scar
45422081,Serum cystatin C level,37208600,Cystatin C mass concentration in serum,exactMatch,4248803.0,Serum cystatin C measurement,exactMatch,Serum cystatin C level,-1,
45422256,B12 defic. initial assessment,4063247,B12 deficiency initial assessment,exactMatch,,,,B12 defic. initial assessment,-1,
45423748,Caesarean delivery unspecified,193277,Deliveries by cesarean,exactMatch,4015701.0,Cesarean section,exactMatch,Caesarean delivery,193277,Deliveries by cesarean
45431148,"[X]Fall on and from scaffolding, occurrence at unspecified place",432804,Fall from scaffold,exactMatch,,,,Fall on and from scaffolding,-1,
45431993,Faeces examination - colour,4021487,Finding of color of stool,exactMatch,4065548.0,Color of stool,exactMatch,Faeces examination - colour,-1,
45433967,[D]Urethral discharge NOS,196821,Urethral discharge,exactMatch,,,,Urethral discharge,196821,Urethral discharge
45439381,Fluid diet,4033731,Liquid diet,exactMatch,,,,Fluid diet,4033731,Liquid diet
45441681,O/E - aegophony,4064823,Egophony,exactMatch,,,,O/E - aegophony,-1,
45441866,60 minute serum TSH level,4195346,Measurement of serum thyroid stimulating hormone concentration 60 minutes after challenge,exactMatch,,,,60 minute serum TSH level,4195346,Measurement of serum thyroid stimulating hormone concentration 60 minutes after challenge
45445431,B12 defic.follow-up assessment,4063248,B12 deficiency follow-up assessment,exactMatch,,,,B12 defic.follow-up assessment,-1,
45448373,Nasal allergy challenge,4064986,Nasal provocation test,exactMatch,,,,Nasal allergy challenge,4064986,Nasal provocation test
45448438,Omega-5 gliadin IgE level,40480139,Measurement of immunoglobulin E antibody to omega-5 gliadin,exactMatch,,,,Omega-5 gliadin IgE level,40480139,Measurement of immunoglobulin E antibody to omega-5 gliadin
45448546,Total count of motile sperm,4043611,Total count of motile spermatozoa,exactMatch,,,,Total count of motile sperm,4043611,Total count of motile spermatozoa
45454963,O/E - stoma,138667,Stoma finding,exactMatch,4248521.0,Observation of appearance of stoma,exactMatch,O/E - stoma,-1,
45457257,[D]Urinary system symptoms,74174,Urinary symptoms,exactMatch,,,,[D]Urinary system symptoms,-1,
45458717,Endocrine monitoring NOS,4063245,Endocrine disorder monitoring,exactMatch,,,,Endocrine monitoring,-1,
