concept_id_1,concept_name_1,relationship_id,concept_code_2,concept_name_2
31601,Acute laryngotracheitis with obstruction,Is a,8519009,Acute tracheitis with obstruction
31601,Acute laryngotracheitis with obstruction,Is a,61169001,Obstruction of larynx
72986,Disorder of lower leg,Subsumes,1275624008,Left tibial neuropathy
72986,Disorder of lower leg,Subsumes,16302111000119105,Lesion of left lower leg bone
27826,Combination of endocrine dysfunction,Subsumes,722377004,Carney Stratakis syndrome
72986,Disorder of lower leg,Subsumes,12214691000119109,Left tibia infection associated with internal fixation device
73017,Congenital anomaly of toe,Subsumes,699049007,Acrosyndactyly of toe
73923,Contusion of upper arm,Is a,40257000,Contusion of shoulder region
73923,Contusion of upper arm,Is a,699062006,Injury of shoulder and upper arm
73923,Contusion of upper arm,Is a,85636003,Contusion of upper arm
72405,Osteoarthritis of shoulder region,Is a,67315001,Degenerative joint disease of shoulder region
72405,Osteoarthritis of shoulder region,Is a,15729561000119103,Arthropathy of left shoulder
22274,Neoplasm of uncertain behavior of larynx,Subsumes,95115002,Neoplasm of uncertain behavior of subglottis
73184,Familial periodic paralysis,Subsumes,774153002,Periodic paralysis with transient compartment-like syndrome
30234,Neck sprain,Is a,735903009,Sprain of ligament of trunk
30234,Neck sprain,Is a,209557005,Neck sprain
72403,Hemarthrosis of the ankle and/or foot,Is a,267948008,Hemarthrosis of the ankle and/or foot
72403,Hemarthrosis of the ankle and/or foot,Is a,428339009,Disorder of joint of foot
72332,Serous labyrinthitis,Is a,41674001,Serous labyrinthitis
30284,Motion sickness,Subsumes,232311007,Endocochlear cytomegalovirus infection
73349,Injury of rectum without open wound into abdominal cavity,Is a,52087004,Injury of rectum without open wound into abdominal cavity
73341,Closed fracture of head of radius,Subsumes,68854005,Closed fracture of head of radius
73686,Tuberculosis of genitourinary system,Subsumes,4445009,Tuberculosis of genitourinary system
24006,Sickle cell-hemoglobin C disease,Subsumes,685061000119108,Hemoglobin C beta plus thalassemia
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,309661000119108,Primary chronic gout without tophus of ankle and/or foot
24609,Hypoglycemia,Is a,105958000,Test AND/OR disease related diet
24609,Hypoglycemia,Is a,226077000,Therapeutic diet
72434,Congenital hydrocele,Is a,55434001,Hydrocele
72434,Congenital hydrocele,Is a,111333002,Congenital anomaly of genital system
24006,Sickle cell-hemoglobin C disease,Subsumes,685071000119102,Hemoglobin C beta zero thalassemia
23325,Heartburn,Subsumes,16331000,Heartburn
31610,Disorder of esophagus,Subsumes,266434009,Esophageal dysmotility
72994,Jaccoud's syndrome,Subsumes,203554005,Flexion deformity of finger
27235,Primary malignant neoplasm of carotid body,Is a,93740003,Primary malignant neoplasm of carotid body
73550,Crystal arthropathy of elbow,Is a,428768008,Crystal arthropathy of elbow
73550,Crystal arthropathy of elbow,Is a,239872002,Osteoarthritis of hip
73842,Enthesopathy of elbow region,Is a,35185008,Enthesopathy of elbow region
73842,Enthesopathy of elbow region,Is a,451411000124105,Disorder of left upper extremity
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,201669005,Gouty arthritis of the ankle and/or foot
73017,Congenital anomaly of toe,Subsumes,719305006,Stapes ankylosis with broad thumb and toe syndrome
72717,Postoperative heterotopic calcification,Is a,237896000,Extraskeletal calcification
72717,Postoperative heterotopic calcification,Is a,6595006,Calcinosis
24148,Congenital diverticulum of pharynx,Is a,111328001,Congenital diverticulum of pharynx
73553,Arthropathy,Subsumes,239969008,Lesion of ligaments of elbow region
23567,Branchial cleft cyst,Subsumes,26885007,Cervical auricle
73072,Crushing injury of upper arm,Is a,19180002,Crushing injury of upper arm
73553,Arthropathy,Subsumes,203479005,Avascular necrosis of capitellum
73574,Nonunion of fracture,Subsumes,431011000,Nonunion of fracture of clavicle
25486,Primary malignant neoplasm of islets of Langerhans,Is a,724554001,Primary malignant epithelial neoplasm of endocrine gland
25486,Primary malignant neoplasm of islets of Langerhans,Is a,735735001,Primary malignant neuroendocrine neoplasm of pancreas
25486,Primary malignant neoplasm of islets of Langerhans,Is a,93843007,Primary malignant neoplasm of islets of Langerhans
25518,Sickle cell trait,Subsumes,445542007,Hemoglobin O-Arab trait
29735,Candidiasis of mouth,Is a,363219007,Neonatal gastrointestinal disorder
29735,Candidiasis of mouth,Is a,414821002,Neonatal candidiasis
29735,Candidiasis of mouth,Is a,275393007,Oral infection
29735,Candidiasis of mouth,Is a,79740000,Candidiasis of mouth
29735,Candidiasis of mouth,Is a,266071000,Intestinal infectious disease
22288,Hereditary elliptocytosis,Is a,234409003,Erythrocyte membrane abnormality
22288,Hereditary elliptocytosis,Is a,276654001,Congenital malformation
31610,Disorder of esophagus,Subsumes,69771008,Congenital anomaly of esophagus
73568,Palindromic rheumatism of shoulder region,Is a,661621000124106,Arthritis of joint of left shoulder region
73568,Palindromic rheumatism of shoulder region,Is a,202457009,Palindromic rheumatism of shoulder region
73373,Epidermal burn of upper limb,Is a,49523001,Epidermal burn of multiple sites of upper limb
72990,Localized osteoarthrosis uncertain if primary OR secondary,Is a,1288016006,Secondary osteoarthritis of joint of hand
73553,Arthropathy,Subsumes,263136005,Rupture of elbow ligament
22492,Foreign body in pharynx,Is a,428743006,Fishing hook in pharynx
22492,Foreign body in pharynx,Is a,298071001,Foreign body in skin of neck
22856,Polyglandular dysfunction,Is a,363104002,Hereditary disorder of endocrine system
22856,Polyglandular dysfunction,Is a,85995004,Autosomal recessive hereditary disorder
22856,Polyglandular dysfunction,Is a,234568006,Chronic mucocutaneous candidiasis
31668,Acquired deformity of neck,Is a,128049000,Disorder of cervical spine
31668,Acquired deformity of neck,Is a,298385001,Finding of vertebra
31668,Acquired deformity of neck,Is a,72082009,Acquired deformity of neck
31668,Acquired deformity of neck,Is a,699699005,Disorder of vertebral column
31668,Acquired deformity of neck,Is a,76069003,Disorder of bone
22340,Esophageal varices without bleeding,Subsumes,1197698005,Bleeding esophageal varices due to alcoholic liver disease
73855,Arrest of bone development AND/OR growth,Subsumes,16036791000119108,Epiphyseal arrest of left lower leg
23986,Disorder of pituitary gland,Subsumes,237716008,Pituitary cyst
73842,Enthesopathy of elbow region,Subsumes,15725041000119105,Enthesopathy of left elbow
24134,Neck pain,Subsumes,710134003,Acute muscle stiffness of neck
762000,Benign hypertensive heart disease and chronic renal disease stage 2,Is a,8501000119104,Hypertensive heart and chronic kidney disease
72986,Disorder of lower leg,Subsumes,292131000119109,Disorder of left superficial peroneal nerve
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,1074881000119106,Arthritis of left ankle
73343,Closed posterior dislocation of hip,Is a,208894000,"Closed traumatic dislocation hip joint, posterior"
73184,Familial periodic paralysis,Subsumes,823019007,Muscle paralysis due to and following neuromuscular blockade
22945,Horizontal overbite,Is a,47944004,Malocclusion of teeth
72857,Late effect of rickets,Is a,276702002,Neonatal rickets
31610,Disorder of esophagus,Subsumes,722876002,Functional heartburn
31057,Disorder of pharynx,Subsumes,43763009,Glossopharyngeal neuralgia
73553,Arthropathy,Subsumes,53286005,Medial epicondylitis
73553,Arthropathy,Subsumes,202405009,Hemarthrosis of elbow
72985,Arthropathy of the ankle and/or foot associated with helminthiasis,Is a,111215006,Arthropathy associated with helminthiasis
72985,Arthropathy of the ankle and/or foot associated with helminthiasis,Is a,1679003,Arthritis associated with another disorder
73554,Kashin-Beck disease of the pelvic region and thigh,Is a,201992007,Transient arthropathy of the pelvic region and thigh
73289,Pathological dislocation of multiple joints,Is a,36186002,Polyarthropathy
73289,Pathological dislocation of multiple joints,Is a,314664008,Dislocation of hand joint
73289,Pathological dislocation of multiple joints,Is a,125599006,Injury of hand
73289,Pathological dislocation of multiple joints,Is a,125610000,Joint injury
26942,Hemoglobin SS disease with crisis,Is a,127040003,Sickle cell-hemoglobin SS disease
26942,Hemoglobin SS disease with crisis,Is a,417279003,Hemoglobin S sickling disorder with crisis
30061,Neoplasm of uncertain behavior of major salivary gland,Is a,126635000,Neoplasm of neck
30061,Neoplasm of uncertain behavior of major salivary gland,Is a,189362009,Neoplasm of uncertain behavior of major salivary gland
72994,Jaccoud's syndrome,Subsumes,15721841000119104,Bilateral contracture of joint of finger of hands due to scar
375736,"Trachoma, active stage",Is a,246875002,Conjunctival finding
73841,Multiple stiff joints,Is a,84445001,Joint stiffness
73841,Multiple stiff joints,Is a,70733008,Limitation of joint movement
73361,Abrasion and/or friction burn of elbow with infection,Is a,12250001,Superficial injury of elbow with infection
73361,Abrasion and/or friction burn of elbow with infection,Is a,283032003,Superficial injury of elbow
73361,Abrasion and/or friction burn of elbow with infection,Is a,609338009,"Abrasion and/or friction burn of upper limb, infected"
72986,Disorder of lower leg,Subsumes,897532001,Congenital absence of bilateral tibias
30284,Motion sickness,Subsumes,35141006,Cochlear nerve disorder
30284,Motion sickness,Subsumes,897574006,Congenital anomaly of vestibule of inner ear
30284,Motion sickness,Subsumes,95818003,Otolith disease
31967,Nausea,Subsumes,90325002,Vomiting of pregnancy
72986,Disorder of lower leg,Subsumes,15875351000119108,Left tibia vara
25189,Malignant tumor of oral cavity,Is a,363505006,Malignant tumor of oral cavity
4277749,"Gestation period, 17 weeks",Subsumes,25026004,"Gestation period, 18 weeks"
27835,Neoplasm of uncertain behavior of pituitary gland,Subsumes,788758003,Sellar ependymoma of posterior pituitary gland
31602,Disorder of the larynx,Subsumes,249446000,Interarytenoid leukoplakia
22340,Esophageal varices without bleeding,Subsumes,195474004,Esophageal varices associated with another disorder
22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,55746001,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction
22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,61300005,Chronic peptic ulcer with hemorrhage AND perforation
22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,81518000,Chronic peptic ulcer with hemorrhage but without obstruction
73290,Contracture of joint,Is a,700012005,Disorder of free lower limb
73290,Contracture of joint,Is a,7890003,Contracture of joint
24884,Benign neoplasm of carotid body,Is a,92044005,Benign neoplasm of carotid body
73017,Congenital anomaly of toe,Subsumes,66345008,Congenital absence of toe
31386,Congenital absence of salivary gland,Subsumes,715656004,Aplasia of lacrimal and salivary gland
72986,Disorder of lower leg,Subsumes,12214331000119101,Left fibula infection associated with internal fixation device
22340,Esophageal varices without bleeding,Subsumes,1197661009,Esophageal varices with bleeding due to schistosomiasis
28974,Candidiasis of the esophagus,Is a,20639004,Candidiasis of the esophagus
28974,Candidiasis of the esophagus,Is a,266071000,Intestinal infectious disease
23137,Chlamydial pharyngitis,Is a,232403001,Chlamydial pharyngitis
73553,Arthropathy,Subsumes,203409006,Osteochondritis dissecans of the radial head
31598,Hypertrophy of tonsils AND adenoids,Is a,2128005,Disorder of adenoid
31598,Hypertrophy of tonsils AND adenoids,Is a,23023009,Disorder of tonsil (palatine tonsil)
31598,Hypertrophy of tonsils AND adenoids,Is a,366116003,Size of adenoids - finding
22350,Edema of larynx,Is a,267038008,Edema
22350,Edema of larynx,Is a,249438001,Vocal cord finding
74120,Arthropathy of the shoulder region associated with helminthiasis,Is a,111215006,Arthropathy associated with helminthiasis
74120,Arthropathy of the shoulder region associated with helminthiasis,Is a,1679003,Arthritis associated with another disorder
74120,Arthropathy of the shoulder region associated with helminthiasis,Is a,1303835007,Arthritis of shoulder region joint
23567,Branchial cleft cyst,Subsumes,707234001,Fourth branchial cleft cyst
30124,Obstruction of larynx,Subsumes,39643002,Choking due to food in larynx
25582,Tracheoesophageal fistula,Is a,60983006,Congenital esophagotracheal fistula
25582,Tracheoesophageal fistula,Is a,253740007,Congenital malformation of trachea and bronchus
25582,Tracheoesophageal fistula,Is a,41279003,Congenital esophagobronchial fistula
73041,Closed fracture of five ribs,Subsumes,12204004,Closed fracture of multiple ribs
31602,Disorder of the larynx,Is a,60600009,Disorder of the larynx
26727,Hematemesis,Is a,8765009,Hematemesis
73712,Malignant neoplasm of dome of urinary bladder,Is a,188240003,Malignant neoplasm of dome of urinary bladder
30284,Motion sickness,Subsumes,232282006,Cochlear Ménière syndrome
72991,Traumatic arthropathy of multiple sites,Subsumes,201940003,Traumatic arthropathy of multiple sites
73241,Anal and rectal polyp,Subsumes,195469007,Anal skin tag
72993,"Localized, primary osteoarthritis",Is a,201829007,"Localized, primary osteoarthritis"
31386,Congenital absence of salivary gland,Is a,22589009,Congenital absence of salivary gland
31386,Congenital absence of salivary gland,Is a,41620007,Congenital anomaly of lacrimal gland
31386,Congenital absence of salivary gland,Is a,363070008,Developmental hereditary disorder
31386,Congenital absence of salivary gland,Is a,363080007,Digestive system hereditary disorder
31386,Congenital absence of salivary gland,Is a,363343008,Hereditary disorder of the visual system
23731,Benign neoplasm of larynx,Is a,126697005,Neoplasm of supraglottis
23731,Benign neoplasm of larynx,Is a,92175003,Benign neoplasm of larynx
25780,Pituitary dwarfism,Is a,7530009,Asexual dwarfism
25780,Pituitary dwarfism,Is a,51742006,Disorder of anterior pituitary
73849,Acquired lordosis deformity of spine,Subsumes,318581000119107,Acquired postural hyperlordosis deformity of lumbar and sacral spine
72986,Disorder of lower leg,Subsumes,46557031000119105,Acute deep venous thrombosis of left peroneal vein
27826,Combination of endocrine dysfunction,Subsumes,41864002,Autoimmune polyendocrinopathy
72986,Disorder of lower leg,Subsumes,11864841000119106,Injury of left lower leg
73017,Congenital anomaly of toe,Subsumes,403282000,Congenital malalignment of multiple toenails
72407,Effusion of joint of shoulder region,Is a,297821000119103,Intermittent effusion of joint of shoulder region
72407,Effusion of joint of shoulder region,Is a,306981000119101,Effusion of joint of right shoulder region
27918,Eosinophilic esophagitis,Is a,235599003,Eosinophilic esophagitis
28083,Primary malignant neoplasm of pharynx,Is a,93961004,Primary malignant neoplasm of pharynx
73268,Fetal distress affecting management of mother,Is a,12867002,Fetal distress affecting management of mother
72726,Light-for-dates with signs of fetal malnutrition,Is a,276613009,High birth weight
72726,Light-for-dates with signs of fetal malnutrition,Is a,364737004,Neonatal condition - finding
22340,Esophageal varices without bleeding,Is a,28670008,Esophageal varices
30284,Motion sickness,Subsumes,361271008,Recurrent vestibulopathy
72410,Infection of bone,Subsumes,213124002,Infection of bone associated with spinal fixation device
22340,Esophageal varices without bleeding,Subsumes,1197695008,Bleeding esophageal varices due to viral hepatitis
26213,Congenital salivary gland fistula,Is a,204635008,Congenital salivary gland fistula
27438,Burn of esophagus,Is a,284189009,Burn of larynx and/or trachea
27438,Burn of esophagus,Is a,128345004,Injury of trachea
27438,Burn of esophagus,Is a,45982008,Burn of esophagus
28461,Hypertrophy of salivary gland,Is a,20673009,Disorder of thymus gland
28461,Hypertrophy of salivary gland,Is a,45338009,Hypertrophy of salivary gland
72737,Microcalcifications of the breast,Is a,44771000,Microcalcifications of the breast
31057,Disorder of pharynx,Subsumes,717231003,PFAPA syndrome
73872,Congenital deformity of knee joint,Is a,59068006,Congenital dislocation of knee
73872,Congenital deformity of knee joint,Is a,61293001,Congenital deformity of knee joint
26361,Primary malignant neoplasm of pineal gland,Is a,93962006,Primary malignant neoplasm of pineal gland
30284,Motion sickness,Subsumes,1092791000119103,Temporary auditory threshold shift
28127,"Multiple endocrine neoplasia, type 1",Subsumes,93898002,Primary malignant neoplasm of multiple endocrine glands
31610,Disorder of esophagus,Subsumes,735726008,Arteriovenous malformation of esophagus
73041,Closed fracture of five ribs,Subsumes,311408004,Closed flail chest
73686,Tuberculosis of genitourinary system,Subsumes,111830007,Tuberculosis of urinary organs
73041,Closed fracture of five ribs,Subsumes,3291007,Closed fracture of two ribs
22955,Perforation of esophagus,Subsumes,307218005,Traumatic perforation of esophagus
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,1335787003,Juvenile idiopathic arthritis of ankle
73553,Arthropathy,Subsumes,202307002,Ankylosis of the elbow joint
31967,Nausea,Subsumes,294001000119105,Intractable cyclical vomiting syndrome
23245,Esophageal bleeding,Subsumes,57748001,Bleeding ulcer of esophagus
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,1303812009,Arthritis of joint of foot
24897,Carcinoma in situ of larynx,Is a,92612007,Carcinoma in situ of hypopharynx
24897,Carcinoma in situ of larynx,Is a,92761000,Carcinoma in situ of supraglottis
30441,Sialolithiasis,Subsumes,28826002,Sialolithiasis
30133,Acute laryngitis,Is a,6655004,Acute laryngitis
73866,Congenital anomaly of breast,Is a,443341004,Congenital anomaly
73866,Congenital anomaly of breast,Is a,83546008,Congenital anomaly of breast
31057,Disorder of pharynx,Subsumes,763829004,Oculopharyngodistal myopathy
73302,Curvature of spine,Subsumes,61960001,Lordosis deformity of spine
72576,Benign neoplasm of breast,Is a,92352002,Benign neoplasm of skin of chest
72576,Benign neoplasm of breast,Is a,269485000,Benign neoplasm of breast
31821,Disorder of endocrine system,Subsumes,4900002,Endocrine disorder related to puberty
31967,Nausea,Subsumes,249519007,Diarrhea and vomiting
72403,Hemarthrosis of the ankle and/or foot,Subsumes,324041000119107,Hemarthrosis of foot
72712,Synovial cyst,Subsumes,240008008,Synovial cyst of knee
31821,Disorder of endocrine system,Subsumes,724555000,Puberty disorder due to estrogen resistance
4277749,"Gestation period, 17 weeks",Subsumes,54318006,"Gestation period, 19 weeks"
72926,Labyrinthine fistula,Is a,89097000,Labyrinthine fistula
72926,Labyrinthine fistula,Is a,1091301000119102,Lesion of right ear
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,128284006,Chronic digestive system disorder
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,128292002,Chronic disease of cardiovascular system
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,111353003,Acute peptic ulcer with hemorrhage and perforation
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,128487001,Acute disease of cardiovascular system
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,Is a,2066005,Gastric ulcer with hemorrhage AND perforation but without obstruction
31057,Disorder of pharynx,Subsumes,9366002,Palatal myoclonus
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,386032009,Osteochondritis of the talus
28462,Fistula of salivary gland,Subsumes,196495004,Fistula of parotid gland
26719,Chronic laryngotracheitis,Is a,83271005,Chronic laryngotracheitis
26719,Chronic laryngotracheitis,Is a,64375000,Acute laryngotracheitis
28779,Bleeding esophageal varices,Is a,24813008,Gastrointestinal complication
28779,Bleeding esophageal varices,Is a,15238002,Esophageal bleeding
28779,Bleeding esophageal varices,Is a,234076002,Venous hemorrhage
31610,Disorder of esophagus,Subsumes,236053002,Sliding hiatus hernia
30284,Motion sickness,Subsumes,70831000119103,Cochlear hydrops
72986,Disorder of lower leg,Subsumes,15677281000119105,Bilateral myositis of lower legs
31057,Disorder of pharynx,Subsumes,123952009,Disorder of nasopharynx
72487,Crushing injury of foot,Subsumes,74682007,Crushing injury of toe
31610,Disorder of esophagus,Subsumes,405247003,Obstruction of esophagus
26069,Postablative testicular hypofunction,Is a,106176003,Endocrine finding
26069,Postablative testicular hypofunction,Is a,249236000,Testicular finding
73553,Arthropathy,Subsumes,239971008,Synovial cyst of elbow
31967,Nausea,Subsumes,49206006,Habit vomiting
31057,Disorder of pharynx,Subsumes,126661001,Disorder of oropharynx
31602,Disorder of the larynx,Subsumes,126812000,Neoplasm of vallecula
72745,Open dislocation of elbow,Is a,11920000,Open dislocation of elbow
72745,Open dislocation of elbow,Is a,1296834002,Traumatic displacement of bone
72745,Open dislocation of elbow,Is a,125649002,Open wound of forearm
73001,Myositis,Is a,451421000124102,Disorder of right lower extremity
73001,Myositis,Is a,1264036008,Inflammation of muscle of thigh
31610,Disorder of esophagus,Subsumes,427225008,Atony of esophagus
72465,Closed fracture of one or more phalanges of hand,Is a,1286750004,Closed fracture of phalanx of multiple fingers
26286,Burn of neck,Is a,767811005,Lesion of face
26286,Burn of neck,Is a,262581006,Head burn
26286,Burn of neck,Is a,125593007,Injury of face
26286,Burn of neck,Is a,282749008,Head and neck injury
26286,Burn of neck,Is a,60713008,Burn of neck
73085,Injury of superficial femoral artery,Is a,20593006,Injury of superficial femoral artery
26935,Disorder of endocrine testis,Is a,73820008,Disorder of endocrine testis
72986,Disorder of lower leg,Subsumes,1303884004,Deep venous thrombosis of left posterior tibial vein
28457,Hypertrophy of tonsils,Is a,23023009,Disorder of tonsil (palatine tonsil)
28457,Hypertrophy of tonsils,Is a,20673009,Disorder of thymus gland
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,201491005,Arthropathy in Behcet's syndrome of the ankle and/or foot
31821,Disorder of endocrine system,Subsumes,286917001,Hypergonadism
73913,Burn of shoulder,Is a,57143002,Burn of shoulder
28462,Fistula of salivary gland,Is a,300257000,Lesion of salivary gland
28462,Fistula of salivary gland,Is a,20674003,Oral fistula
443611,Chronic kidney disease stage 5,Is a,433146000,Chronic kidney disease stage 5
73089,Contusion of buttock,Is a,300312006,Lesion of rectum
73089,Contusion of buttock,Is a,125635006,Injury of rectum
73089,Contusion of buttock,Is a,416462003,Wound
73089,Contusion of buttock,Is a,42479003,Injury of buttock
73553,Arthropathy,Subsumes,263196008,Fracture of radial head
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,303881000119102,Chronic tophaceous gout of ankle due to renal impairment
73041,Closed fracture of five ribs,Is a,1261007,Fracture of multiple ribs
73041,Closed fracture of five ribs,Is a,60667009,Closed fracture of rib
73241,Anal and rectal polyp,Is a,88580009,Anal polyp
73241,Anal and rectal polyp,Is a,126849006,Neoplasm of anus
27826,Combination of endocrine dysfunction,Subsumes,1217057008,Deficiency of multiple endocrine glands
73553,Arthropathy,Subsumes,417558002,Dislocation of elbow joint
72986,Disorder of lower leg,Subsumes,856856651000119109,Left peroneal vein chronic deep venous thrombosis
72986,Disorder of lower leg,Is a,451431000124104,Disorder of left lower extremity
72986,Disorder of lower leg,Is a,128137003,Disorder of lower leg
27674,Nausea and vomiting,Is a,61578001,Abnormal digestive tract function
73065,Contusion of genital organ,Is a,211495007,Contusion of genital organ
73065,Contusion of genital organ,Is a,286555004,Injury of male perineum
72986,Disorder of lower leg,Subsumes,310631000119107,Infective myositis of left lower leg
31967,Nausea,Subsumes,16932000,Nausea and vomiting
72986,Disorder of lower leg,Subsumes,292071000119106,Left common peroneal neuropathy
23567,Branchial cleft cyst,Subsumes,73391000119102,Third branchial cleft cyst
30284,Motion sickness,Subsumes,449840001,Cochlear prosthesis in situ
23865,Congenital anomaly of pharynx,Is a,11223009,Congenital anomaly of pharynx
23865,Congenital anomaly of pharynx,Is a,109800008,Disorder of uvula of palate
72986,Disorder of lower leg,Subsumes,292571000119103,Disorder of left sural nerve
25297,Acute pharyngitis,Is a,54398005,Acute upper respiratory infection
25297,Acute pharyngitis,Is a,363746003,Acute pharyngitis
73091,Deep third degree burn of breast,Is a,89843004,Deep third degree burn of breast
27835,Neoplasm of uncertain behavior of pituitary gland,Is a,127024001,Neoplasm of pituitary gland
27835,Neoplasm of uncertain behavior of pituitary gland,Is a,94789003,Neoplasm of uncertain behavior of cerebrum
27835,Neoplasm of uncertain behavior of pituitary gland,Is a,269496008,Neoplasm of uncertain behavior of endocrine glands and nervous system
73341,Closed fracture of head of radius,Is a,263196008,Fracture of radial head
73341,Closed fracture of head of radius,Is a,373716002,Closed fracture involving joint
73341,Closed fracture of head of radius,Is a,704208000,Closed fracture of proximal epiphysis of radius
73553,Arthropathy,Subsumes,281526006,Fracture of the medial humeral epicondyle
73855,Arrest of bone development AND/OR growth,Is a,1297192008,Epiphyseal arrest of lower leg
72986,Disorder of lower leg,Subsumes,961792901000119102,Left peroneal vein thrombophlebitis
72715,Exostosis,Subsumes,16028151000119103,Bilateral exostosis of foot
72997,Articular cartilage disorder of upper arm,Is a,53417006,Articular cartilage disorder
72991,Traumatic arthropathy of multiple sites,Is a,36186002,Polyarthropathy
72991,Traumatic arthropathy of multiple sites,Is a,58188004,Traumatic arthropathy
73361,Abrasion and/or friction burn of elbow with infection,Subsumes,111712008,Abrasion and/or friction burn of elbow with infection
72487,Crushing injury of foot,Subsumes,11852061000119100,Crush injury of toe of right foot
73553,Arthropathy,Subsumes,202001008,Transient arthropathy of elbow joint
72986,Disorder of lower leg,Subsumes,10680831000119106,Nodule of skin of left lower leg
73318,Polydactyly of fingers,Is a,81793007,Polydactyly of fingers
24006,Sickle cell-hemoglobin C disease,Subsumes,61777009,Thalassemia-hemoglobin C disease
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,287008006,Rheumatoid arthritis - ankle and/or foot
73017,Congenital anomaly of toe,Subsumes,4136000,Macrodactyly of toe
73754,Restless legs,Is a,118937003,Disorder of lower limb
73754,Restless legs,Is a,84991000119105,Sleep related movement disorder
73553,Arthropathy,Subsumes,239970009,Ligamentous laxity of elbow region
73153,Malignant neoplasm of lateral wall of urinary bladder,Is a,188241004,Malignant neoplasm of lateral wall of urinary bladder
31057,Disorder of pharynx,Subsumes,308213003,Bullous eruption of pharynx
73036,Closed fracture of olecranon process of ulna,Subsumes,208298007,"Closed fracture olecranon, intra-articular"
73553,Arthropathy,Subsumes,239866002,Osteoarthritis of elbow
72708,Traumatic arthropathy of the shoulder region,Subsumes,201941004,Traumatic arthropathy of shoulder
30284,Motion sickness,Subsumes,232313005,Endocochlear syphilis
31821,Disorder of endocrine system,Subsumes,73820008,Disorder of endocrine testis
73336,Closed traumatic dislocation ankle joint,Is a,54394007,Open dislocation of ankle
73336,Closed traumatic dislocation ankle joint,Is a,208981003,Closed traumatic dislocation ankle joint
73336,Closed traumatic dislocation ankle joint,Is a,39841000087109,Dislocation of joint of right ankle
73336,Closed traumatic dislocation ankle joint,Is a,11853811000119100,Injury of right ankle
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,700077008,Charcot arthropathy of joint of ankle
22340,Esophageal varices without bleeding,Subsumes,1197694007,Bleeding esophageal varices due to toxic liver disease
73036,Closed fracture of olecranon process of ulna,Subsumes,208294009,"Closed fracture olecranon, extra-articular"
73041,Closed fracture of five ribs,Subsumes,58007009,Closed multiple fractures of upper limb with ribs
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",Is a,77661009,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction"
31057,Disorder of pharynx,Subsumes,38632003,Pharyngeal pituitary tissue
29979,Crushing injury of neck,Subsumes,10959001,Crushing injury of larynx
31967,Nausea,Is a,300359004,Finding of vomiting
73553,Arthropathy,Subsumes,202158006,Loose body in elbow joint
73045,Sprain of hand,Is a,11791721000119107,Injury of left wrist
73045,Sprain of hand,Is a,87778004,Sprain of hand
73045,Sprain of hand,Is a,209465006,Interphalangeal sprain
72997,Articular cartilage disorder of upper arm,Subsumes,443001001,Chondrocalcinosis of elbow joint
73553,Arthropathy,Subsumes,733409000,Fracture of medial condyle of humerus
72407,Effusion of joint of shoulder region,Subsumes,311021000119106,Intermittent effusion of joint of right shoulder region
73553,Arthropathy,Subsumes,733408008,Fracture of lateral condyle of humerus
31821,Disorder of endocrine system,Subsumes,371118004,Congenital anomaly of endocrine gonad
31602,Disorder of the larynx,Subsumes,30736009,Dysphonia of palatopharyngolaryngeal myoclonus
73041,Closed fracture of five ribs,Subsumes,89636007,Closed fracture of six ribs
22839,Overlapping malignant neoplasm of larynx,Is a,363375006,Malignant tumor of tongue
22839,Overlapping malignant neoplasm of larynx,Is a,363429002,Malignant tumor of larynx
22839,Overlapping malignant neoplasm of larynx,Is a,187692001,Malignant tumor of nasopharynx
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,1149280009,Hydroxyapatite deposition disease of joint of ankle
31057,Disorder of pharynx,Subsumes,186675001,Viral pharyngoconjunctivitis
22426,Congenital macrostomia,Is a,25273001,Enlargement of tongue
