source_code,source_term,map_method,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,is_correct,mapped_rationale,overall_accuracy
37223503,"Other specific joint derangements, not elsewhere classified, forearm",llm,78228,Joint derangement,broadMatch,,,,"Joint derangement, forearm",-1,no_match,True,"None of the candidate concepts exactly correspond to an unspecified joint derangement located in the forearm region. 
- Concept 136779 ""Disorder of forearm"" is broader (includes any disorder, not specifically joint derangement).
- Concept 78228 ""Joint derangement"" is too general (location not specified).
- Concepts such as 1076213 ""Derangement of joint of wrist region"" or 1077496 ""Derangement of radiocarpal joint"" are more specific to the wrist; the source term refers to the forearm region in general and not solely the wrist.
- Other candidates (hand, wrist pain, contracture, instability, etc.) are either different conditions or pertain to different anatomical sites.
Therefore, no exact clinically equivalent standard concept is present among the candidates.",0.8838451268357811
37223683,"Juvenile idiopathic scoliosis, lumbosacral region",llm,4067872,Adolescent idiopathic scoliosis,broadMatch,,,,"Juvenile idiopathic scoliosis, lumbosacral region",-1,no_match,True,"The source specifies idiopathic scoliosis limited to the lumbosacral region with juvenile age of onset (4–10 years). None of the candidate concepts simultaneously carry all three required elements (idiopathic etiology, lumbosacral localization, and juvenile onset). Available targets are either broader (e.g., general idiopathic scoliosis or lumbar-only location), cover a different spinal region (thoracic/thoracolumbar), or specify a different age group (adolescent or infantile). Therefore, no exact clinical equivalent exists among the candidate concepts.",0.8838451268357811
37223852,"Osteomyelitis of vertebra, lumbosacral region",llm,195906,Disorder of lumbar spine,broadMatch,,,,"Osteomyelitis of vertebra, lumbosacral region",-1,no_match,True,"The source term specifies osteomyelitis involving the lumbosacral region (junction of lumbar and sacral vertebrae). Available targets are either broader (e.g., Osteomyelitis of vertebra) or limited to only lumbar or only sacral vertebrae. None exactly capture osteomyelitis specifically of the lumbosacral vertebral region without adding or omitting anatomical detail.",0.8838451268357811
37223903,"Anterior spinal and vertebral artery compression syndromes, multiple sites in spine",llm,4032003,Anterior spinal artery compression syndrome,broadMatch,,,,"Anterior spinal and vertebral artery compression syndromes, multiple sites in spine",-1,no_match,True,The source term combines BOTH anterior spinal artery compression syndrome AND vertebral artery compression syndrome and explicitly states involvement at MULTIPLE spinal sites. None of the candidate concepts simultaneously include compression of both arteries and the multi-site specification. Each candidate only covers one artery (either anterior spinal or vertebral) or lacks the multi-site element. Therefore no exact clinical equivalent exists among the provided targets.,0.8838451268357811
37224191,"Other dorsalgia, occipito-atlanto-axial region",llm,4133638,Pain in cervical spine,broadMatch,,,,"Dorsalgia, occipito-atlanto-axial region",-1,no_match,True,"The source term specifies pain (dorsalgia) localized to the occipito-atlanto-axial (upper cervical) region. None of the candidate concepts capture both the symptom (pain) and this precise anatomic localization:
• “Pain in cervical spine” and “Neck pain” are broader—cover the entire cervical spine, losing the specific occipito-atlanto-axial detail.
• Other candidates describe different disorders (enthesopathy, neuralgia, somatic dysfunction, sprain, deformities, radiculopathy, etc.) rather than nonspecific pain, or add etiologic details not present in the source.
Because no candidate maintains the exact anatomical specificity without adding or omitting clinical detail, there is no exact match.",0.8838451268357811
37224781,"Enthesopathy, unspecified, upper arm",llm,42537682,Enthesopathy of upper limb,exactMatch,,,,"Enthesopathy, upper arm",-1,no_match,False,"None of the candidate concepts precisely represent an enthesopathy specifically located in the upper arm. The closest options (e.g., 'Enthesopathy of upper limb') are broader, covering the entire upper limb (shoulder, arm, forearm, wrist, hand), while others are for different specific regions (elbow, shoulder, wrist, hand). Selecting any of these would either broaden or shift the anatomical location, violating the requirement to maintain exact clinical equivalence.",0.8838451268357811
37224790,"Rheumatism, unspecified, forearm",llm,136779,Disorder of forearm,broadMatch,,,,"Rheumatism, forearm",-1,no_match,True,"None of the candidate concepts capture both required elements: (1) rheumatism and (2) localization to the forearm. Concepts such as 'Rheumatism' are missing the anatomical site, while 'Disorder of forearm' lacks the specific diagnosis of rheumatism. Therefore an exact clinical equivalent is not present in the provided list.",0.8838451268357811
37224955,"Other osteoporosis with pathological fracture, other",llm,40480160,Osteoporotic fracture,exactMatch,,,,Osteoporosis with pathological fracture,40480160,Osteoporotic fracture,True,"Concept 40480160 ""Osteoporotic fracture"" represents a fracture that occurs in the setting of osteoporosis (i.e., a pathological fracture due to osteoporosis). Synonyms include ""Osteoporosis with fracture,"" which is clinically equivalent to the source term ""Osteoporosis with pathological fracture."" It preserves the required level of specificity (fracture caused by osteoporosis) without adding location, laterality, or etiology details not present in the source. All other candidates are either more specific (location, etiology, laterality) or belong to a different domain (morphologic abnormality), making them unsuitable.",0.8838451268357811
37224965,"Unspecified osteoporosis with pathological fracture, other",llm,40480160,Osteoporotic fracture,exactMatch,,,,Osteoporosis with pathological fracture,40480160,Osteoporotic fracture,True,"The source term denotes the coexistence of osteoporosis and a pathological (fragility) fracture caused by the osteoporotic bone. SNOMED concept 40480160 ""Osteoporotic fracture"" has synonyms such as ""Osteoporosis with fracture"" and represents a fracture occurring in osteoporotic bone, thereby embodying both the disease (osteoporosis) and its complication (pathological fracture). It matches the clinical meaning precisely without adding or omitting particulars about fracture site, laterality, or etiology subtype, thus preserving the same level of specificity and generality. All other candidates are either more specific (e.g., limited to certain bones, laterality, or secondary/postmenopausal types) or represent broader/nonspecific pathological fractures unrelated to osteoporosis. Therefore, 40480160 is the single exact equivalent concept.",0.8838451268357811
37225260,"Osteitis condensans, hand",llm,75920,Osteitis condensans,broadMatch,,,,"Osteitis condensans, hand",-1,no_match,True,None of the candidate concepts describe condensing (sclerosing) osteitis specifically occurring in the hand. Candidates are either: (a) Osteitis condensans without anatomical site (concept_id 75920) – too general; (b) Osteitis of hand (concept_id 4065727) – lacks the ‘condensans’ qualifier and is therefore more general; or (c) concern other anatomical regions or generic disorders of hand/limb. Hence no exact clinical equivalent exists among the provided targets.,0.8838451268357811
37225373,"Other chronic haematogenous osteomyelitis, ankle and foot",llm,137077,Chronic osteomyelitis of ankle and/or foot,exactMatch,,,,"Chronic haematogenous osteomyelitis, ankle and foot",-1,no_match,False,"The source term specifies three key elements: (1) chronic course, (2) haematogenous etiology, and (3) anatomical site limited to ankle and foot. None of the candidate concepts preserve all three details simultaneously. The closest matches are 137077 (captures chronic and ankle/foot but omits haematogenous etiology) and 36714236 (captures chronic and haematogenous but omits ankle/foot location). Because every available target either omits the etiological qualifier or the anatomical specificity, there is no exact equivalent concept. Selecting any candidate would violate the requirement to maintain the full specificity of the source term.",0.8838451268357811
37225618,"Osteonecrosis in other diseases classified elsewhere, multiple sites",llm,4287786,Osteonecrosis,broadMatch,,,,"Osteonecrosis, multiple sites",-1,no_match,True,"The source term specifies osteonecrosis affecting multiple anatomical sites without indicating a specific etiology. No candidate concept captures both (1) osteonecrosis and (2) involvement of multiple sites, without adding extra causal detail. 
- Concept 4287786 ""Osteonecrosis"" is too general (does not specify multiple sites).
- Concept 37160392 ""Osteonecrosis of multiple sites due to hemoglobinopathy"" is too specific (adds hemoglobinopathy etiology).
- Bilateral or location-specific concepts (e.g., bilateral hips, bilateral tibias, upper limb) are either limited to particular regions or laterality, not all possible multiple sites.
Therefore, no exact clinical equivalent exists among the provided targets.",0.8838451268357811
37225693,"Chondrolysis, forearm",llm,136779,Disorder of forearm,broadMatch,,,,"Chondrolysis, forearm",-1,no_match,True,"The source term specifies chondrolysis (loss of articular cartilage) occurring in the forearm. None of the candidate concepts include the forearm location. Those that mention chondrolysis are either site-unspecified (broader) or limited to other anatomic sites (e.g., hip, femoral head). Under the requirement to preserve all specified clinical details, no exact equivalent exists among the provided targets.",0.8838451268357811
37225820,"Recurrent and persistent haematuria, other",llm,79864,Hematuria syndrome,broadMatch,,,,Recurrent and persistent haematuria,-1,no_match,True,"The source term explicitly combines two distinct clinical qualifiers—both recurrent and persistent haematuria—in a single concept. None of the candidate targets includes BOTH qualifiers simultaneously. Each candidate represents either recurrent haematuria or persistent haematuria (or more specific sub-types), but not the combined category. Selecting any one of these would lose part of the stated clinical detail, violating the requirement to preserve all key aspects of the source term. Therefore, no exact equivalent concept is present among the provided candidates.",0.8838451268357811
37282746,Familial (FPAH),llm,4119611,Familial primary pulmonary hypertension,exactMatch,,,,Familial pulmonary arterial hypertension,44783618,Heritable pulmonary arterial hypertension,False,"Concept 44783618 ""Heritable pulmonary arterial hypertension"" has the exact synonym ""Familial pulmonary arterial hypertension"" and represents the same clinical entity: pulmonary arterial hypertension occurring on a familial/heritable basis. It matches the source term in etiology (familial/heritable), anatomic site (pulmonary arteries), and disease type (arterial hypertension), with no addition or loss of specificity. Other candidates are either subordinate (e.g., specific gene mutations) or use outdated terminology (""primary"") but 44783618 is the precise standard equivalent.",0.8838451268357811
37320084,Punctate keratosis,llm,4300110,Punctate palmoplantar keratoderma,broadMatch,,,,Punctate keratosis,-1,no_match,True,"None of the candidate concepts exactly match the source term. The closest option, ""Punctate palmoplantar keratoderma"" (concept_id 4300110), adds the specific location ""palmoplantar,"" which is not specified in the source term ""Punctate keratosis."" This introduces additional clinical detail and is therefore more specific than the source term, violating the requirement not to over-specify. All other candidates refer to different conditions (e.g., corneal keratopathy/keratitis, porokeratosis, psoriasis) or are too broad (e.g., ""Keratoderma""). Consequently, no exact equivalent concept is present in the candidate list.",0.8838451268357811
37402416,"Dementia in other diseases classified elsewhere, moderate, with agitation",llm,762704,Moderate dementia,broadMatch,,,,"Dementia, moderate, with agitation",-1,no_match,True,No candidate preserves both required details: (1) moderate severity of dementia and (2) presence of agitation. Each target concept omits at least one of these key clinical qualifiers or adds an etiology not specified in the source term.,0.8838451268357811
37402457,"Unspecified dementia, severe, with anxiety",llm,441542,Anxiety,broadMatch,,,,"Dementia, severe, with anxiety",-1,no_match,True,"None of the candidate concepts simultaneously capture both key components of the source term: (1) dementia at a specified severe stage and (2) co-existing anxiety. Each candidate either omits the severity qualifier (e.g., Anxiety due to dementia) or omits the anxiety component (e.g., Severe dementia). Therefore no exact clinical equivalent is present among the targets.",0.8838451268357811
37402466,"Cocaine use, unspecified, in remission",llm,37162280,Disorder caused by psychoactive substance,broadMatch,,,,Cocaine use in remission,-1,no_match,True,"The source term indicates cocaine use that is in remission but does not specify whether the prior use involved dependence, abuse, or another specific pattern. All candidate concepts add information not present in the source term (e.g., 'dependence', 'nondependent harmful pattern') or are too broad (e.g., 'Disorder in remission'). Because every available candidate is either more specific or more general than the source term, no exact clinical equivalent is present.",0.8838451268357811
37402467,"Other stimulant use, unspecified, in remission",llm,37164332,Nondependent psychostimulant abuse in remission,exactMatch,,,,Stimulant use in remission,-1,no_match,False,"The source term indicates a general category of any stimulant use disorder that is currently in remission, without specifying subtype (e.g., dependence vs. abuse/harmful use) or specific stimulant agent. All candidate concepts add additional specificity (e.g., dependence, harmful/non-dependent patterns, specific substances such as amphetamine) that is not present in the source term. Conversely, the broader concepts that denote ‘disorder in remission’ or ‘substance dependence in remission’ omit the key detail that the substance involved is a stimulant. Therefore none of the provided target concepts exactly preserves the clinical scope and granularity of the source term, so no adequate match is available.",0.8838451268357811
37402468,"Hallucinogen use, unspecified, in remission",llm,37162280,Disorder caused by psychoactive substance,broadMatch,,,,Hallucinogen use in remission,-1,no_match,True,"None of the candidate concepts exactly represent ""Hallucinogen use in remission"". The concepts that are specific to hallucinogens all introduce additional qualifiers—either ""dependence"" or ""non-dependent harmful pattern""—that are not stated in the source term, thereby over-specifying it. The more generic remission concepts lack the required mention of hallucinogen use and so are too broad. Hence no exact clinical equivalent is available among the candidates.",0.8838451268357811
37402469,"Inhalant use, unspecified, in remission",llm,37162280,Disorder caused by psychoactive substance,broadMatch,,,,Inhalant use in remission,-1,no_match,True,"None of the candidate concepts represent exactly ""inhalant use in remission."" Concepts that include remission are either too general (e.g., ""Harmful pattern of substance use in remission,"" ""Substance dependence in remission"") or over-specific (e.g., ""Glue sniffing dependence in remission"" specifies a particular inhalant and dependence). Concepts that mention inhalant use do not specify remission (e.g., ""Harmful pattern of use of volatile inhalant""). Therefore, no candidate maintains the same level of specificity and generality as the source term.",0.8838451268357811
37604135,Abnormal findings in cerebrospinal fluid,llm,4065770,Cerebrospinal fluid examination abnormal,exactMatch,,,,Abnormal findings in cerebrospinal fluid,4065770,Cerebrospinal fluid examination abnormal,True,"The SNOMED concept 4065770 ""Cerebrospinal fluid examination abnormal"" (synonym: ""Nonspecific abnormal findings in cerebrospinal fluid"") represents any abnormal result detected in a CSF examination without specifying the type of abnormality. This exactly matches the source term’s scope—abnormal findings in cerebrospinal fluid—without adding or omitting clinical detail. All other candidates introduce additional specificity (e.g., immunological, cytological, microbiological) or represent different constructs (procedures, individual analyte abnormalities).",0.8838451268357811
37604162,Abnormal results of liver function studies,llm,438878,Liver function tests outside reference range,exactMatch,,,,Abnormal liver function studies,438878,Liver function tests outside reference range,True,"Concept 438878 ""Liver function tests outside reference range"" has a synonym ""Abnormal results of liver function studies,"" which exactly matches the clinical meaning of the source term—an abnormal (outside normal reference range) result of liver function studies. It preserves the specificity (abnormality of liver function test results) without adding or omitting clinical details. Other candidates are either procedures (e.g., ""Hepatic function panel""), broader (""Abnormal liver function""), or direction-specific (""above reference range""). Thus 438878 is the single best equivalent.",0.8838451268357811
37604386,Adverse effects in the therapeutic use of antiparkinsonism drugs,llm,443602,Adverse reaction to antiparkinsonism drug,exactMatch,,,,Adverse effects of antiparkinsonism drugs,443602,Adverse reaction to antiparkinsonism drug,True,"The target concept 443602 ""Adverse reaction to antiparkinsonism drug"" exactly represents harmful or undesired effects resulting from the use of any antiparkinsonism medication. It matches the clinical scope (covers all antiparkinsonism drugs), severity and timing are unspecified in both, and it is neither broader (does not include other drug classes) nor narrower (includes all antiparkinsonism agents). Therefore, it is an exact clinical equivalent.",0.8838451268357811
37604557,Attention to artificial openings,llm,1242753,Attention to stoma,exactMatch,,,,Attention to artificial openings,1242753,Attention to stoma,True,"The source term refers to clinical care or maintenance of surgically created openings (stomas). The target concept 1242753 ""Attention to stoma"" represents the same procedure—providing care to an artificial opening—without specifying location or type, preserving the exact level of specificity. Other candidates are either too general (e.g., ""Patient encounter procedure""), unrelated (e.g., cognitive ""Attention""), or focused on different structures or contexts, so they are inappropriate. Therefore, concept 1242753 is an exact clinical equivalent.",0.8838451268357811
37604869,"Acute onset vascular dementia with other, mainly hallucinatory symptoms, severe",llm,4046089,Vascular dementia of acute onset,broadMatch,,,,"Acute onset vascular dementia with hallucinatory symptoms, severe",-1,no_match,True,"No candidate includes all required details (vascular dementia + acute onset + hallucinations + severe). The closest term, ""Vascular dementia of acute onset"" (concept_id 4046089), lacks both the hallucinatory feature and the severity qualifier, so it is less specific than the source. All other candidates either lack the acute-onset qualifier, the hallucinations, the severity specification, or the vascular etiology. Therefore no exact clinical equivalent exists among the candidate concepts.",0.8838451268357811
37605180,"Dementia in Creutzfeldt-Jakob disease, with other symptoms, predominantly hallucinatory, mild",llm,4180284,Dementia due to Creutzfeldt Jakob disease,broadMatch,,,,"Dementia in Creutzfeldt-Jakob disease with predominantly hallucinatory symptoms, mild",-1,no_match,True,"No candidate preserves all critical attributes of the source term (etiology = Creutzfeldt-Jakob disease, predominant hallucinatory symptoms, and mild severity). The closest candidate (concept_id 4180284: ""Dementia due to Creutzfeldt Jakob disease"") lacks both the specification of hallucinatory symptoms and the mild stage, making it broader than the source. All other candidates either omit the Creutzfeldt-Jakob etiology or the hallucinatory/mild qualifiers, or introduce different etiologies, thus none is an exact clinical equivalent.",0.8838451268357811
37605894,Hereditary factor VIII deficiency,llm,434007,Hereditary factor VIII deficiency disease,exactMatch,,,,Hereditary factor VIII deficiency,434007,Hereditary factor VIII deficiency disease,True,"Concept 434007 ""Hereditary factor VIII deficiency disease"" represents the same clinical condition as the source term: a congenital/hereditary deficiency of coagulation factor VIII (Hemophilia A). It preserves the same specificity (hereditary etiology, factor VIII, no added qualifiers such as severity or inhibitor status) and is neither broader nor more specific than the source term. Other candidates are either more specific (e.g., with/without inhibitor, severity levels) or broader (e.g., generic factor VIII deficiency including acquired forms).",0.8838451268357811
37606067,Benign lipomatous neoplasm,llm,4112852,Benign lipomatous tumor,exactMatch,,,,Benign lipomatous neoplasm,4112852,Benign lipomatous tumor,True,"Concept 4112852 ""Benign lipomatous tumor"" is semantically equivalent to the source term. Both denote a benign neoplasm composed of adipose tissue (lipomatous). It preserves the same specificity (benign + lipomatous) without adding or omitting clinical details. Other candidates are either morphologic concepts (not clinical disorders), more general (e.g., ""Lipomatous tumor"" includes malignant forms) or site-specific, so they are not exact matches.",0.8838451268357811
37607004,Endocarditis and heart valve disorders in diseases classified elsewhere,llm,440736,Endocarditis associated with another disorder,broadMatch,,,,Endocarditis and heart valve disorders,-1,no_match,True,"The source term refers to a combined category that includes BOTH endocarditis and other heart-valve disorders. All candidate concepts represent either (a) endocarditis alone, (b) heart-valve disorders alone, or (c) specific sub-types (infective, rheumatic, prosthetic, etc.). None of them simultaneously and completely covers the full scope of “endocarditis AND heart valve disorders.” Therefore no exact clinical equivalent exists among the provided targets.",0.8838451268357811
37607152,Other diseases of Bartholin gland,llm,4103650,Disorder of Bartholin's gland,exactMatch,,,,Diseases of Bartholin gland,4103650,Disorder of Bartholin's gland,True,"The source term denotes any pathological condition of the Bartholin gland. The target concept 4103650 ""Disorder of Bartholin's gland"" is a direct synonym (""Disorder of Bartholin gland"") covering the full range of diseases of this gland without adding or omitting clinical detail, so it is an exact equivalent.",0.8838451268357811
37607287,Alveolar and parietoalveolar conditions,llm,257907,Disorder of lung,broadMatch,,,,Alveolar and parietoalveolar conditions,4252581,Alveolar pneumopathy,False,"The source term refers to pathologic conditions affecting the pulmonary alveoli and the adjacent parieto-alveolar region. SNOMED concept 4252581 ""Alveolar pneumopathy"" denotes alveolar lung disease and, in its hierarchy, explicitly includes ""Parietoalveolar pneumopathy"" as a child, thereby covering both alveolar and parietoalveolar disorders. It matches the scope and level of specificity of the source without adding or omitting clinically relevant detail. Other candidates are either broader (e.g., ""Disorder of lung""), limited to only one component (e.g., ""Parietoalveolar pneumopathy"" alone), or refer to unrelated dental or measurement concepts. Hence 4252581 is the exact clinical equivalent.",0.8838451268357811
37607571,Exposure to noise,llm,434238,Exposed to noise,exactMatch,,,,Noise exposure,434238,Exposed to noise,True,"The source term refers generically to having been subjected to noise. The SNOMED concept 434238 ""Exposed to noise (event)"" is an exact semantic equivalent, representing the state/event of exposure to noise without adding or omitting clinical details. Other candidates are either more specific (e.g., occupational exposure) or represent different notions (noise pollution, intolerance, resulting disorders). Therefore, concept 434238 is the precise match.",0.8838451268357811
37607584,Adverse effects in the therapeutic use of aminoglycosides,llm,4099883,Aminoglycosides adverse reaction,exactMatch,,,,Adverse effects of aminoglycosides,4099883,Aminoglycosides adverse reaction,True,"Concept 4099883 ""Aminoglycosides adverse reaction"" explicitly represents adverse reactions (effects) to the class of aminoglycoside antibiotics, matching the source term in both scope and specificity. Other candidates are either broader (e.g., ""Antibacterial drug adverse reaction""), narrower (e.g., reactions to specific aminoglycosides), or describe different clinical scenarios such as poisoning or nephropathy, and therefore are not exact equivalents.",0.8838451268357811
37608257,Non-neuropathic heredofamilial amyloidosis,llm,4030362,Familial non-neuropathic amyloidosis,exactMatch,,,,Non-neuropathic heredofamilial amyloidosis,4030362,Familial non-neuropathic amyloidosis,True,"Concept 4030362 ""Familial non-neuropathic amyloidosis"" has the synonym ""Nonneuropathic heredofamilial amyloidosis,"" which is an exact wording match to the source term. It captures the same level of specificity (hereditary/familial amyloidosis explicitly characterized as non-neuropathic) without adding or omitting clinical details. All other candidates are either more specific (e.g., limited to heart, brain, kidney) or represent neuropathic forms, making them non-equivalent. Therefore, concept 4030362 is the precise clinical equivalent.",0.8838451268357811
37609039,Nonrheumatic tricuspid (valve) stenosis with insufficiency,llm,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency,exactMatch,,,,Nonrheumatic tricuspid valve stenosis with insufficiency,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency,True,"The target concept 4111414 ""Non-rheumatic tricuspid valve stenosis with insufficiency"" exactly matches the source term in valve (tricuspid), pathology (concurrent stenosis and insufficiency/regurgitation), and etiology (non-rheumatic). No other candidate matches all these aspects without being broader or more specific. Therefore it is a precise clinical equivalent.",0.8838451268357811
37609802,Active stage of trachoma,llm,375736,"Trachoma, active stage",exactMatch,,,,Active stage of trachoma,375736,"Trachoma, active stage",True,"The target concept ""Trachoma, active stage"" (concept_id 375736) precisely matches the source term in both condition (trachoma) and specific disease stage (active). It is neither broader nor more specific, and no additional or missing clinical details exist. All other candidates are either different stages (e.g., initial), general (trachoma without stage), sequelae, other chlamydial conditions, procedures, lab tests, or unrelated disorders. Hence, concept_id 375736 is the exact equivalent.",0.8838451268357811
37610053,Malignant neoplasm: Overlapping lesion of corpus uteri,llm,198082,Overlapping malignant neoplasm of body of uterus,exactMatch,,,,Malignant neoplasm of overlapping sites of corpus uteri,198082,Overlapping malignant neoplasm of body of uterus,True,"Concept 198082 ""Overlapping malignant neoplasm of body of uterus"" is clinically identical to the source term: it represents a malignant tumor located in overlapping sites within the corpus uteri (body of uterus). It preserves the malignancy, anatomic location, and the ""overlapping"" qualifier without adding or omitting any clinical details.",0.8838451268357811
37611262,Extra marker chromosomes,llm,40480271,Extra unidentified structurally abnormal chromosome,exactMatch,,,,Extra marker chromosomes,40480271,Extra unidentified structurally abnormal chromosome,True,"The source term describes the presence of one or more additional marker chromosomes—small, structurally abnormal chromosomes whose origin is unidentified. SNOMED concept 40480271 ""Extra unidentified structurally abnormal chromosome"" has the synonym ""Marker chromosome"" and captures exactly the same clinical situation: an extra, unidentified, structurally abnormal (marker) chromosome. It neither adds extra qualifiers (e.g., familial, specific chromosome type) nor omits any key detail. Therefore it is an exact clinical equivalent.",0.8838451268357811
37611631,Rotator cuff syndrome,llm,4212887,Disorder of rotator cuff,exactMatch,,,,Rotator cuff syndrome,-1,no_match,False,"None of the candidate concepts exactly correspond to the unlateralized condition ""Rotator cuff syndrome.""  • ""Disorder of rotator cuff"" is broader (includes any disorder, not necessarily the syndrome).  • Laterality-specified concepts (right, left, bilateral rotator cuff syndrome) are more specific than the source.  • Concepts such as ""rotator cuff impingement syndrome,"" ""inflammation of rotator cuff tendon,"" ""impingement syndrome of shoulder region,"" and various tendinitis/tear concepts describe particular subtypes or related but narrower conditions.  Because all available candidates are either overly general or overly specific, no exact semantic match exists among them.",0.8838451268357811
37611822,Pilonidal cyst without abscess,llm,4165681,Pilonidal cyst,exactMatch,,,,Pilonidal cyst without abscess,4165681,Pilonidal cyst,True,"Concept 4165681 ""Pilonidal cyst"" represents the same clinical condition—a pilonidal cyst without specifying or implying the presence of an abscess. It matches the source term in type, severity, and location (general pilonidal area) without adding or omitting clinically relevant details. Other candidates are either more general (""Pilonidal disease""), more specific (e.g., chronic, natal cleft), represent a different lesion type (sinus), or explicitly involve an abscess, making them unsuitable.",0.8838451268357811
37613302,Endometrial glandular hyperplasia,llm,200775,Endometrial hyperplasia,exactMatch,,,,Endometrial glandular hyperplasia,200775,Endometrial hyperplasia,True,"In standard gynecologic pathology, ""endometrial hyperplasia"" refers to a proliferation of the endometrial glands (i.e., glandular hyperplasia). Adding the word ""glandular"" does not change the clinical entity or narrow it to a particular subtype (e.g., simple, complex, atypical). Among the candidates, concept 200775 ""Endometrial hyperplasia"" captures exactly this condition without adding or omitting clinically relevant detail. All other candidates are either specific sub-types (simple, cystic, atypical) or more general (non-site-specific glandular hyperplasia) and therefore do not meet the required equivalence.",0.8838451268357811
37613645,Acn� excori�e ,llm,4004094,Excoriated acne,exactMatch,,,,Acne excoriée,4004094,Excoriated acne,True,"The target concept ""Excoriated acne"" directly corresponds to the French term ""Acne excoriée"" (also listed as synonym ""Acne excoriee des jeunes filles""). It preserves the full clinical specificity (acne lesions secondarily excoriated by scratching) without adding or omitting details, making it an exact clinical equivalent.",0.8838451268357811
37613740,Hepatitis A with hepatic coma,llm,194856,Hepatic coma due to viral hepatitis A,exactMatch,,,,Hepatitis A with hepatic coma,194856,Hepatic coma due to viral hepatitis A,True,"Concept 194856 (""Hepatic coma due to viral hepatitis A"") explicitly represents hepatitis A complicated by hepatic coma, maintaining the same etiology (type A viral hepatitis) and presence of hepatic coma. No other candidate preserves both the specific virus type (A) and the coma complication without adding or omitting clinical details.",0.8838451268357811
37613827,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",llm,4063155,"Disease of nervous system complicating pregnancy, childbirth and puerperium",broadMatch,,,,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and puerperium",-1,no_match,True,"The source term requires BOTH (1) mental disorders AND (2) diseases of the nervous system as complications of pregnancy, childbirth, or puerperium. 
• Concept 4063155 covers only nervous system diseases.
• Concept 4060424 and several others cover only mental disorders.
• Concepts such as 435875 are too broad (any complication).
None of the candidate concepts simultaneously include both required categories without adding or omitting clinical detail. Therefore, no exact match exists among the provided candidates.",0.8838451268357811
37614022,Supervision of normal first pregnancy,llm,4061424,Antenatal care: primigravida,broadMatch,,,,Supervision of normal first pregnancy,4061424,Antenatal care: primigravida,False,"The source term refers to antenatal supervision for a woman in her first (primigravida) and otherwise normal pregnancy. Concept 4061424 ""Antenatal care: primigravida"" is a procedure describing antenatal (supervisory) care specifically for primigravida patients, matching both the supervision aspect and the first-pregnancy specificity without adding high-risk qualifiers. All other candidates are either too general (e.g., routine antenatal care, supervision), lack the primigravida detail, or relate to high-risk pregnancies, so they do not meet the specificity requirements.",0.8838451268357811
37614126,"Type 2 diabetes mellitus, with neurological complications",llm,376065,Disorder of nervous system due to type 2 diabetes mellitus,exactMatch,,,,Type 2 diabetes mellitus with neurological complications,376065,Disorder of nervous system due to type 2 diabetes mellitus,True,"Concept 376065 ""Disorder of nervous system due to type 2 diabetes mellitus"" captures exactly a neurological complication (any nervous system disorder) attributable to type 2 diabetes mellitus, matching the clinical meaning of the source term without adding or omitting details.",0.8838451268357811
37615395,Embolism and thrombosis of other arteries,llm,312337,Arterial embolus and thrombosis,exactMatch,,,,Arterial embolism and thrombosis,312337,Arterial embolus and thrombosis,True,"Concept 312337 ""Arterial embolus and thrombosis"" describes the combined presence of both arterial embolism and arterial thrombosis, matching the full clinical meaning of the source term without adding or omitting any detail. All other candidates are either broader, narrower, or omit one of the two components (embolism or thrombosis).",0.8838451268357811
37622382,Artery dissection,llm,46272492,Dissection of artery,exactMatch,,,,Artery dissection,46272492,Dissection of artery,True,"The source term describes a general arterial dissection without specifying location, acuity, etiology, or laterality. Concept 46272492 “Dissection of artery” is an exact SNOMED disorder term that represents arterial dissection in general. It retains the same level of specificity—neither broader (it excludes non-arterial dissections) nor narrower (it does not constrain to a particular artery or circumstance). All other candidate concepts are more specific (e.g., internal carotid, coronary) and therefore violate the ‘Do not over-specify’ rule. Hence 46272492 is the single correct match.",0.8838451268357811
42483611,Allergic purpura,llm,4101602,Immunoglobulin A vasculitis,exactMatch,,,,Allergic purpura,4101602,Immunoglobulin A vasculitis,True,"The clinical term “Allergic purpura” is historically synonymous with Henoch-Schönlein purpura / anaphylactoid purpura, now formally named Immunoglobulin A (IgA) vasculitis. Target concept 4101602 carries these exact synonyms and describes the same small-vessel vasculitis characterized by purpura secondary to IgA immune-complex deposition. No additional details are added and no information is lost, so it is an exact clinical equivalent.",0.8838451268357811
42483830,Brucellosis due to Brucella melitensis,llm,443590,Infection caused by Brucella melitensis,exactMatch,,,,Brucellosis due to Brucella melitensis,443590,Infection caused by Brucella melitensis,True,"The source term specifies a brucellosis infection caused by the organism Brucella melitensis. The target concept 443590 ""Infection caused by Brucella melitensis"" is a disorder representing brucellosis due to this specific pathogen, matching precisely in etiology and clinical meaning without adding or omitting details. No other candidate is equally specific and appropriate.",0.8838451268357811
