source_concept_id,source_term,map_method,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,is_correct,mapped_rationale,overall_accuracy
35209457,"Noninflammatory disorder of vagina, unspecified",llm,195867,Noninflammatory disorder of the vagina,exactMatch,,,,Noninflammatory disorder of vagina,195867,Noninflammatory disorder of the vagina,True,"The target concept (ID 195867) exactly matches the source term in name, definition, and clinical description. Its definition states: “A condition affecting the vaginal mucosa or tissue that is characterized by non‑inflammatory changes such as dryness, atrophy, or structural abnormalities, without signs of infection or active inflammation,” which is identical to the source term’s clinical presentation, severity, and absence of inflammation. The concept’s vocabulary context (SNOMED, class Disorder, parent “Disorder of vagina;Noninflammatory disorder of the female genital organs”) aligns precisely with the source term’s classification. No additional qualifiers, sub‑types, or expanded details are present, satisfying the rules of maintaining specificity (no broadening) and generality (no over‑specification). Therefore, this concept is an exact clinical equivalent to the source term.",0.8608108108108108
42488431,"Nonrheumatic mitral valve disorder, unspecified",llm,45769461,Non-rheumatic mitral valve disease,exactMatch,,,,Nonrheumatic mitral valve disorder,45769461,Non-rheumatic mitral valve disease,True,"- Specificity: The source term denotes a *non‑rheumatic* abnormality of the *mitral valve* that may involve *prolapse, stenosis, or regurgitation*. The target “Non‑rheumatic mitral valve disease” is defined as a *disorder of the mitral valve* with *structural or functional abnormalities not related to rheumatic fever*, presenting with *regurgitation or stenosis* and requiring standard valve‑disease management. It preserves all key clinical elements—non‑rheumatic etiology, mitral valve involvement, and the spectrum of lesions (including the functional abnormality of prolapse implicitly within “structural or functional abnormalities”).   - Generality: The target is not more specific than the source; it does not add any extra defining features beyond what the source states. It does not narrow the condition to a single lesion (e.g., only stenosis or only regurgitation) but describes the broader disorder, matching the source’s level of specificity.   - Context Validation: The target concept belongs to the “Condition” domain, class “Disorder”, with parents “Mitral valve disorder;Non‑rheumatic heart valve disorder”, which aligns perfectly with the clinical context of the source term. Its synonyms and children (e.g., non‑rheumatic mitral regurgitation, non‑rheumatic mitral valve stenosis) further confirm that it is the appropriate SNOMED term for non‑rheumatic mitral valve pathology.   - Rule Compliance: The match respects Rules 1–3 (no broadening, no over‑specification, appropriate contextual validation) and does not fall under the “no_match” category. Therefore, it is an exact clinical equivalent.",0.8608108108108108
37084578,Nonrheumatic tricuspid (valve) insufficiency,llm,4111412,"Tricuspid incompetence, non-rheumatic",exactMatch,,,,Nonrheumatic tricuspid (valve) insufficiency,4111412,"Tricuspid incompetence, non-rheumatic",True,"- Specificity – The source term denotes *non‑rheumatic tricuspid insufficiency* (i.e., backward flow through the tricuspid valve that is not caused by rheumatic heart disease). The target concept “Tricuspid incompetence, non‑rheumatic” explicitly defines the same condition: “Backward flow across the tricuspid valve caused by non‑rheumatic valve pathology, resulting in right‑atrial volume overload and potential right‑heart failure.” It preserves all key details (non‑rheumatic etiology, tricuspid valve regurgitation/insufficiency) without adding or omitting any clinical information.   - Generality – The target is not more general than the source; it does not simply say “Tricuspid valve regurgitation” (which would include rheumatic and other causes). Nor is it more specific (e.g., it does not introduce additional findings such as concomitant stenosis that are absent in the source).   - Context Validation – The concept belongs to the SNOMED vocabulary, class “Disorder,” domain “Condition,” with parents “Tricuspid valve regurgitation; Tricuspid valve disorder, non‑rheumatic.” This aligns perfectly with the clinical context of a non‑rheumatic tricuspid valve disorder. Its synonyms (“Tricuspid regurgitation, non‑rheumatic; Tricuspid insufficiency, non‑rheumatic”) directly map to the source term.   - Rule Compliance – The match satisfies the requirement that the target not be broader (Rule 1) or overly detailed beyond the source (Rule 2). It also fits the clinical presentation, prognosis, and treatment context implied by the source definition.    Therefore, the exact clinical equivalent of “Nonrheumatic tricuspid (valve) insufficiency” is the target concept with ID 4111412.",0.8608108108108108
37609039,Nonrheumatic tricuspid (valve) stenosis with insufficiency,llm,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency,exactMatch,,,,Nonrheumatic tricuspid (valve) stenosis with insufficiency,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency,True,"- Specificity: The source term explicitly describes a *non‑rheumatic* lesion that involves both stenosis and insufficiency of the tricuspid valve. Target concept 4111414 is named *“Non‑rheumatic tricuspid valve stenosis with insufficiency”* and its definition precisely states “a non‑rheumatic cardiac disorder characterized by simultaneous narrowing (stenosis) and backward flow (regurgitation) of the tricuspid valve, leading to elevated right atrial pressure and volume overload of the right ventricle.” This preserves every key clinical detail (non‑rheumatic etiology, presence of both stenosis and regurgitation, hemodynamic consequences) without adding or omitting information. - Generality: The target is not more specific (e.g., it does not add extra qualifiers such as severity grades, laterality, or associated lesions) and is not more general (it does not encompass rheumatic forms or only one of the two pathophysiologic components). It exactly mirrors the source’s scope. - Context Validation: The concept belongs to the Condition domain within the SNOMED vocabulary, with parent concepts that include “Tricuspid incompetence, non‑rheumatic; Tricuspid stenosis, non‑rheumatic; Tricuspid valve stenosis with insufficiency,” confirming its clinical appropriateness for the source term. Its children and synonyms align with the same non‑rheumatic tricuspid valve pathology. - Exclusion of Non‑essential Phrases: The source term does not contain qualifiers like “unspecified” or “not otherwise specified,” and the target does not introduce such phrases, satisfying rule 4. - Exact Clinical Equivalence: Because the target concept’s name, definition, and hierarchical relationships precisely reflect the source term’s clinical presentation, prognosis (elevated right atrial pressure, volume overload), and required treatment focus (management of combined stenosis and regurgitation), it constitutes an exact clinical equivalent. No other target meets all the stipulated rules without broadening or narrowing the concept.   Therefore, the best and only exact match is concept ID 4111414.",0.8608108108108108
42488804,Nonspecific lymphadenitis,llm,316084,Lymphadenitis,exactMatch,,,,Nonspecific lymphadenitis,-1,no_match,False,,0.8608108108108108
42485922,"Nontoxic goitre, unspecified",llm,141825,Simple goiter,exactMatch,,,,Nontoxic goitre,-1,no_match,False,,0.8608108108108108
45518428,O/E - R.femoral pulse present,llm,37312075,Pulse present in right femoral artery,exactMatch,,,,O/E - R.femoral pulse present,37312075,Pulse present in right femoral artery,True,"- Specificity: The source term describes a *palpable pulse in the right femoral artery* indicating intact arterial flow in the right thigh. The target concept exactly specifies “Pulse present in right femoral artery,” preserving the same anatomic location (right femoral artery) and the same status (present). It does not broaden the scope (e.g., it does not refer to “femoral pulse” generally) nor does it add extra qualifiers that were not present in the source.   - Generality: The target is not more specific than the source; it does not introduce additional details such as laterality of another vessel, a different arterial segment, or a composite finding. It matches the source at the same level of granularity.   - Context Validation: The target concept is classified as a Clinical Finding within the Condition domain of the SNOMED vocabulary, which is the appropriate clinical context for a peripheral pulse examination finding. Its synonyms confirm it is understood as a finding (“Pulse present in right femoral artery (finding)”), aligning with the source’s presentation as an observation (“O/E”).   - Rule Compliance: The match satisfies all four rules—maintaining specificity, avoiding over‑generalization, being clinically appropriate within its vocabulary context, and not including non‑essential qualifiers. No other target concept aligns precisely with the source term’s location, side, and presence status.    Therefore, the exact clinical equivalent is Pulse present in right femoral artery (Concept ID 37312075).",0.8608108108108108
45441681,O/E - aegophony,llm,4064823,Egophony,exactMatch,,,,O/E - aegophony,4064823,Egophony,True,"The source term describes a harsh, low‑pitched, sheep‑like vocal sound heard on chest auscultation that reflects markedly increased vocal resonance and is typically associated with pleural effusion or severe lung consolidation.    - Specificity: The target concept “Egophony” precisely defines the same phenomenon: a harsh, low‑pitched vocal sound on chest auscultation indicating increased vocal resonance and suggesting pleural effusion or dense lung consolidation. It does not add or omit any of the key clinical details (sound quality, location, implication of effusion/consolidation).   - Generality: Egophony is not more specific (e.g., it does not specify laterality, side, or additional findings) nor more general (it does not merely say “vocal resonance finding” without the characteristic sound description).   - Context Validation: The concept’s vocabulary context places it under Clinical Finding → Observation → Increased vocal resonance, with synonyms including “Aegophony;Egophony (finding);Airophony”. This aligns perfectly with the source term’s clinical presentation and terminology.   - Rule Compliance: The match respects both specificity and generality rules (Rule 1 & Rule 2) and fits the clinical context (Rule 3). Therefore it is an exact clinical equivalent.",0.8608108108108108
45454963,O/E - stoma,llm,138667,Stoma finding,exactMatch,4248521.0,Observation of appearance of stoma,exactMatch,O/E - stoma,138667,Stoma finding,True,"The source term denotes a stoma that is observed during clinical examination – i.e., a surgical opening representing a morphological abnormality and recorded as a clinical finding.   - Specificity: The target “Stoma finding” is a clinical observation that explicitly describes the presence of a stoma as a morphological abnormality or surgical opening, preserving all key details (surgical creation, morphological abnormality, clinical observation). It does not broaden the concept (e.g., it does not refer merely to “Stoma” as an anatomical abnormality without the observation context) nor does it add extraneous specifics (e.g., output volume, location, or functional status) that are not present in the source.   - Generality: It is not more specific than the source; it does not introduce sub‑details such as “high output” or “non‑functional” that are absent from the source description.   - Context: The concept’s vocabulary context (SNOMED, class “Clinical Finding”, domain “Observation”, parent “Stoma finding”) aligns perfectly with the source’s clinical‑finding nature. Its synonyms (“Stoma finding (finding); Stoma observations”) further reinforce that it captures the observation of a stoma.   - Rule compliance: The match satisfies the requirement that the target be an exact clinical equivalent — an observation of a surgically created opening (the stoma) — without over‑ or under‑specifying. Therefore, it is the appropriate exact match.",0.8608108108108108
45501759,O/E - strabismus - squint,llm,4329707,Strabismus,exactMatch,,,,O/E - strabismus - squint,4329707,Strabismus,True,"- Specificity: The target concept “Strabismus” preserves every clinical detail of the source term: it is defined as a disorder of eye alignment with deviation that may be constant or intermittent and can involve inward (esotropia), outward (exotropia), upward, or downward deviation. No additional details are introduced that were not present in the source, and no key elements (e.g., laterality, direction, constancy) are omitted.   - Generality: The target is not more specific than the source; it does not restrict the description to a particular subtype (e.g., only exotropia or only esotropia). It exactly mirrors the general term “strabismus” rather than a narrower classification.   - Context Validation: The concept’s vocabulary context (SNOMED, class *Disorder*, parent *Disorder of eye movements*, synonyms including “Squint”) aligns perfectly with the source term’s synonyms and clinical domain. The children list contains various subtypes, confirming that “Strabismus” serves as the umbrella term encompassing all directions and presentations described in the source.   - Rule Compliance: The match does not broaden (rule 1) nor over‑specify (rule 2) the source term. It also satisfies rule 4 by ignoring non‑essential phrasing (“O/E”, “squint”) which are captured by the synonym “Squint” in the target.    Therefore, the concept with ID 4329707 is an exact clinical equivalent of the source term.",0.8608108108108108
45511686,O/E wound healing delayed,llm,37312235,Delayed healing of wound,exactMatch,,,,O/E wound healing delayed,37312235,Delayed healing of wound,True,"- Specificity: The source term describes a clinical finding that a wound is healing more slowly than expected. The target concept “Delayed healing of wound” is defined as “A clinical observation indicating that the healing timeline of a wound is prolonged beyond expected parameters.” This captures precisely the same meaning—delayed healing—without adding any extra qualifiers (e.g., surgical, infected, or related to a specific etiology).   - Generality: The target is not more specific than the source; it does not restrict the wound to a surgical context or add unrelated details. It is exactly as broad as the source, which also does not specify wound type.   - Context Validation: The target is classified under “Clinical Finding” within the SNOMED vocabulary, with parent “Finding of wound healing” and children that include other delayed‑healing findings. This aligns with the clinical observation nature of the source term.   - Rule Compliance:    - *Rule 1* (Maintain Specificity) – The target does not broaden the source; it exactly reflects delayed healing.     - *Rule 2* (Maintain Generality) – The target does not over‑specify (e.g., it does not mention “surgical” or “infected”).     - *Rule 3* (Validate Context) – The target’s vocabulary context (SNOMED, Clinical Finding) is appropriate for a wound‑healing observation.   - Exact Clinical Equivalence: The definition and semantics of the target concept match the source term’s indication of slowed wound repair, making it the exact clinical equivalent.    Therefore, the concept 37312235 – Delayed healing of wound is the appropriate exact match.",0.8608108108108108
1102646,Obesity due to disruption of MC4R pathway,llm,37397209,Obesity due to melanocortin 4 receptor deficiency,exactMatch,,,,Obesity due to disruption of MC4R pathway,37397209,Obesity due to melanocortin 4 receptor deficiency,True,"- Specificity: The source term describes a disorder caused by impaired melanocortin‑4 receptor (MC4R) signaling, resulting in dysregulated appetite, severe obesity, childhood onset, hyperphagia, and metabolic complications, with potential treatment by MC4R agonists or surgery. The target concept *Obesity due to melanocortin 4 receptor deficiency* exactly defines a loss‑of‑function MC4R mutation with the same clinical picture—chronic hyperphagia, severe obesity, early onset, and emerging targeted therapies.   - Generality: The target is not broader (e.g., it does not merely say “Obesity” or “Genetic non‑syndromic obesity”) nor more specific (it does not add extra findings not present in the source). It matches the source’s scope precisely.   - Context Validation: The target’s vocabulary context (SNOMED, class “Disorder”, parents “Obesity; Hereditary disease”) aligns clinically with the source’s description. Its synonyms and definition reinforce that it is the canonical term for MC4R‑mediated obesity.   - Rule Compliance: The match preserves all key clinical details (etiology, phenotype, timing, management) without introducing unrelated information or omitting essential elements. Therefore, it satisfies the requirement for an exact clinical equivalent.    Since a precise clinical equivalent exists, no_match is not required.",0.8608108108108108
1575911,Obstetric and gynecological devices associated with adverse incidents,llm,43021248,Complication associated with genitourinary device,broadMatch,,,,Obstetric and gynecological devices associated with adverse incidents,-1,no_match,True,"- The source term refers specifically to *adverse incidents* (i.e., complications) that are linked to obstetric and gynecological medical devices used during pregnancy, delivery, or gynecologic procedures.   - None of the provided target concepts preserve exactly this scope:     - *Complication associated with genitourinary device* (ID 43021248) is broader; it includes urinary devices that are not necessarily obstetric/gynecological, making it more general than the source.     - *Complication associated with device* (ID 43021974) is even more general, applying to any medical device regardless of specialty.     - *Complication associated with orthopedic device* (ID 43021250) is too narrow, focusing on orthopedic implants only.     - The remaining targets are ICD‑10‑PCS procedural codes describing insertions or repairs; they describe procedures, not the adverse incident concept itself.   - Because every candidate either expands the domain (e.g., includes non‑obstetric devices) or narrows it (e.g., orthopedic only) or shifts the focus to procedural details, none satisfy the requirement of exact clinical equivalence while preserving all key details of the source term.    Therefore, according to the rules of specificity and context validation, the appropriate decision is no_match.",0.8608108108108108
10443,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye",llm,372479,Laceration of eye,exactMatch,,,,"Ocular laceration without prolapse or loss of intraocular tissue, eye",372479,Laceration of eye,True,"- Specificity: The source term describes a break in ocular structures that does not involve displacement (prolapse) or removal (loss) of intraocular tissue. The target concept “Laceration of eye” is defined as “a traumatic discontinuity of ocular tissue characterized by a clean or irregular cut without protrusion of intraocular material.” This preserves the exact clinical details: it is an ocular laceration, explicitly excludes prolapse, and by definition does not include loss of intraocular tissue (loss is captured in separate concepts).   - Generality: The target is not more general than the source; it does not broaden the description to include any additional features such as “rupture,” “exposure,” or “bilateral” that are absent in the source. It also is not more specific (e.g., it does not add laterality or associated procedures).   - Context Validation: The concept belongs to the SNOMED vocabulary, class “Disorder,” and its parent hierarchy includes “Open wound of eyeball; Laceration of eye region.” Its definition aligns precisely with the clinical presentation of the source term, and its children list includes only related but more detailed sub‑types (e.g., lacerations with prolapse), confirming that the parent term exactly matches the source’s definition.   - Rule Compliance: The match respects Rules 1 and 2 (no broadening or over‑specifying) and Rule 3 (context is clinically appropriate). There is no need to consider “no_match” because an exact equivalent exists.    Therefore, the concept 372479 – Laceration of eye is the exact clinical equivalent of the source term.",0.8608108108108108
45563138,"Oligohydramnios, second trimester, other fetus",llm,434111,Oligohydramnios,broadMatch,,,,"Oligohydramnios, second trimester",-1,no_match,True,,0.8608108108108108
44835126,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with brief [less than one hour] loss of consciousness",llm,4264281,Open fracture,broadMatch,,,,"Open fractures involving skull or face with other bones, with brief loss of consciousness",-1,no_match,True,,0.8608108108108108
42498185,Open wound of vagina and vulva,llm,37310188,Open wound of female external genitalia,broadMatch,,,,Open wound of vagina and vulva,-1,no_match,True,,0.8608108108108108
44835800,"Opioid type dependence, unspecified",llm,438120,Opioid dependence,exactMatch,,,,Opioid type dependence,438120,Opioid dependence,True,"- Specificity: The source term describes a *chronic substance use disorder* involving compulsive opioid use, tolerance, withdrawal, and continued use despite adverse consequences. The target concept “Opioid dependence” (SNOMED ID 438120) is defined as “a chronic disorder marked by compulsive opioid use, development of tolerance, withdrawal phenomena, and continued use despite physical, psychological, or social harm.” This definition preserves all key clinical details (chronicity, compulsion, tolerance, withdrawal, adverse consequences) without adding or omitting any information. It is neither broader (which would lose the opioid‑specific focus) nor more specific (which would single out a particular opioid such as morphine or methadone).   - Generality: The target does not over‑specify any particular substance, route, or therapeutic context; it remains the generic category that exactly mirrors the source’s scope.   - Context Validation: Within the SNOMED vocabulary, “Opioid dependence” is classified under the Disorder class, with the parent “Substance dependence.” Its children include subtypes (e.g., “Morphine dependence,” “Heroin dependence”) but the concept itself is the umbrella term that encompasses the source definition. This hierarchical context is clinically appropriate and aligns with the source’s classification as a substance‑use disorder.   - Rule Compliance: The match satisfies the requirement that the target not be more general (it is precisely the generic term) or more specific (it does not introduce additional qualifiers such as a particular opioid, formulation, or remission status). Therefore, it is an exact clinical equivalent of “Opioid type dependence.”",0.8608108108108108
35607013,Optic ischaemic neuropathy,llm,373487,Ischemic optic neuropathy,exactMatch,,,,Optic ischaemic neuropathy,373487,Ischemic optic neuropathy,True,"- The source term describes a *sudden, painless loss of vision in one eye* due to *ischemia of the optic nerve* that may be *arteritic or non‑arteritic*, with *visual field loss, colour desaturation, optic disc edema* and *urgent evaluation* (high‑dose steroids for arteritic cases).   - Target concept Ischemic optic neuropathy (SNOMED ID 373487) is defined as “a condition characterized by acute loss of vision in one eye due to insufficient blood flow to the optic nerve; it can be arteritic or non‑arteritic, often presenting with altitudinal visual field defects and optic disc swelling, and is managed by systemic steroids if arteritic.”   - Specificity: The target is *exactly* the umbrella disorder that encompasses both arteritic and non‑arteritic forms, mirroring the source’s description. It does not add any extra clinical detail that the source does not already include, nor does it restrict the scope (e.g., it is not limited to “anterior” or “posterior” subtypes).   - Generality: The target is not more specific than the source; it is the generic term for the condition, whereas the source is also a generic term. No subclass (e.g., “Anterior ischemic optic neuropathy”) is invoked, so the target does not over‑specify.   - Context validation: The target’s vocabulary context places it under “Disorder of optic nerve” with appropriate parent categories (e.g., “Disorder of optic nerve; Injury of cranial nerve; Neurological lesion”) and children that reflect its subtypes, confirming clinical suitability for the source term.   - Because the target concept precisely reflects the clinical presentation, underlying pathology, and required management of the source term, it satisfies the rule that the match must be an *exact clinical equivalent*. No other target concept meets these criteria without broadening or narrowing the scope.    Therefore, the appropriate exact match is Ischemic optic neuropathy (SNOMED 373487).",0.8608108108108108
1575914,Orthopedic devices associated with adverse incidents,llm,43021250,Complication associated with orthopedic device,exactMatch,,,,Orthopedic devices associated with adverse incidents,43021250,Complication associated with orthopedic device,True,"- Specificity: The source term refers specifically to *orthopedic devices* and *adverse incidents* (i.e., complications arising from those devices). The target concept “Complication associated with orthopedic device” is defined as “a disorder arising from the use of an orthopedic device, such as malposition, loosening, pain, fracture adjacent to the prosthesis, or instability, representing a complication of the device.” This preserves all key details—orthopedic device, adverse incident, and the spectrum of complications—without broadening the scope or adding unrelated elements.   - Generality: The target is not more specific than the source. It does not impose extra constraints (e.g., a particular anatomic site, a particular type of failure, or a particular severity) that are not present in the source term. It simply captures any complication related to an orthopedic device, matching the source’s level of generality.   - Context Validation: The concept belongs to the Disorder class, Condition domain, and is a child of “Complication associated with device,” placing it squarely within the clinical domain of device‑related complications. Its synonyms (“Complication associated with orthopaedic device”) reinforce that it is the standard term for orthopedic device‑related adverse events.   - Exclusion of Irrelevant Modifiers: The source term does not include qualifiers such as “unspecified,” “not otherwise specified,” or “in diseases classified elsewhere,” and the target concept does not contain such modifiers.   - No Better Exact Match: All other candidates are either broader (e.g., “Complication associated with device” includes all medical devices), narrower (e.g., “Infection associated with orthopedic device” focuses only on infections), or pertain to procedures or findings rather than the overall adverse incident category. Therefore, the only concept that provides an exact clinical equivalent is 43021250 – Complication associated with orthopedic device.",0.8608108108108108
1421301,Osseous stenosis of neural canal,llm,4069651,Stenosis of spinal canal due to bone,exactMatch,,,,Osseous stenosis of neural canal,4069651,Stenosis of spinal canal due to bone,True,"- Specificity: The source term describes *narrowing of the neural (spinal) canal caused by bony overgrowth/osteo‑ ossification* (“osseous stenosis”). The target concept “Stenosis of spinal canal due to bone” explicitly defines narrowing of the spinal canal *caused by bony overgrowth* that compresses neural structures. It preserves the key detail that the etiology is bony (osseous) and does not add unrelated qualifiers (e.g., laterality, specific level, or associated soft‑tissue pathology). Therefore it does not broaden the source term. - Generality: The target does not over‑specify any additional clinical details absent from the source. It does not mention extra descriptors such as “cervical” or “lumbar” levels, nor does it introduce extra pathology (e.g., disc herniation, connective‑tissue proliferation). It stays at the same level of specificity as the source. - Validate Context: The concept belongs to the SNOMED vocabulary, class “Disorder”, domain “Condition”, and is parented under “Spinal stenosis”. Its definition aligns clinically with the source term’s meaning, confirming appropriate contextual fit. - Exact Clinical Equivalence: The source term’s core elements—*spinal (neural) canal narrowing* and *osseous (bony) etiology*—are captured verbatim in the target concept’s definition. No other listed target concept matches both the anatomic site and the bony cause without introducing extraneous detail.  Hence, the best (and only) exact clinical equivalent is concept 4069651.",0.8608108108108108
37225260,"Osteitis condensans, hand",llm,75920,Osteitis condensans,broadMatch,,,,"Osteitis condensans, hand",75920,Osteitis condensans,False,"The target concept “Osteitis condensans” exactly mirrors the source term’s clinical description. Both specify a localized sclerotic bone lesion in the hand that represents a healing response with focal increase in bone density, is benign, typically asymptomatic, and is most often discovered incidentally on imaging. The definition of the target preserves all key details—location (hand), radiographic character (sclerotic, increased density), natural history (healing response, asymptomatic, incidental), and lack of additional pathological features—without broadening the scope or adding extraneous specifics. It does not over‑specify a subtype or introduce unrelated findings, satisfying the rules of maintaining specificity and appropriateness of context. Therefore, this concept is an exact clinical equivalent to the source term.",0.8608108108108108
37090828,"Osteochondrosis dissecans: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]",llm,437359,Osteochondritis dissecans,broadMatch,,,,"Osteochondrosis dissecans: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]",-1,no_match,True,,0.8608108108108108
37223852,"Osteomyelitis of vertebra, lumbosacral region",llm,195906,Disorder of lumbar spine,broadMatch,,,,"Osteomyelitis of vertebra, lumbosacral region",-1,no_match,True,,0.8608108108108108
45538982,"Osteonecrosis due to previous trauma, other site",llm,37164275,Osteonecrosis due to trauma,exactMatch,,,,Osteonecrosis due to previous trauma,37164275,Osteonecrosis due to trauma,True,"- The source term describes osteonecrosis that arises as a consequence of an earlier traumatic injury, emphasizing loss of blood supply, potential bone collapse, pain, functional limitation, and treatment ranging from observation to surgical reconstruction.   - Target concept 37164275 – “Osteonecrosis due to trauma” is defined as “Osteonecrosis caused by a traumatic injury, characterized by bone cell death secondary to disrupted blood supply after physical impact or fracture.” This definition captures precisely the same causal relationship (trauma → disrupted blood supply → bone cell death) and the same clinical context (potential collapse, pain, etc.) without adding any extra anatomical site or additional qualifiers.   - It is not broader (it does not generalize to all osteonecrosis regardless of cause) and not more specific (it does not restrict the site to a particular bone or region). Therefore it preserves the exact specificity of the source term.   - The concept’s vocabulary context (SNOMED, class “Disorder”, appropriate parent hierarchy “Traumatic injury;Osteonecrosis”) aligns with the clinical domain of the source term.   - No additional details (e.g., specific bone, laterality, or associated symptoms) are introduced that were not present in the source term, satisfying the rule against over‑specification.    Hence, this target concept is the exact clinical equivalent of the source term.",0.8608108108108108
37090735,"Osteonecrosis in caisson disease, multiple sites",llm,4069528,Osteonecrosis due to Caisson disease,exactMatch,45757800.0,Dysbaric osteonecrosis,exactMatch,"Osteonecrosis in caisson disease, multiple sites",4069528,Osteonecrosis due to Caisson disease,True,"The source term describes osteonecrosis occurring at multiple sites as a manifestation of caisson disease (decompression sickness) due to nitrogen bubble formation, leading to bone death, pain, functional limitation, and fracture risk.   - Specificity: The target concept “Osteonecrosis due to Caisson disease” explicitly states that the necrosis affects multiple sites and is caused by caisson disease, preserving all key clinical details (etiology, multifocal nature, and the pathophysiological mechanism).   - Generality: It does not add extraneous specificity beyond what the source term provides; it does not narrow to a single site or introduce unrelated features.   - Context Validation: The concept is classified within SNOMED as a “Disorder” under the parent “Traumatic complication of injury;Osteonecrosis”. Its synonyms include “Avascular necrosis secondary to diving”, “Aseptic necrosis of bone due to Caisson disease”, confirming that it is semantically and clinically aligned with caisson‑related osteonecrosis.   - Rule Compliance: The match satisfies the requirement that the target not be more general (it retains “multiple sites”) nor more specific (it does not introduce additional anatomical or temporal details absent from the source). Therefore, it is an exact clinical equivalent.",0.8608108108108108
37090758,"Osteonecrosis in other diseases classified elsewhere, multiple sites",llm,4287786,Osteonecrosis,broadMatch,,,,"Osteonecrosis, multiple sites",-1,no_match,True,,0.8608108108108108
1571345,"Osteopathy after poliomyelitis, hand",llm,435055,Poliomyelitis osteopathy of the hand,exactMatch,,,,"Osteopathy after poliomyelitis, hand",435055,Poliomyelitis osteopathy of the hand,True,"The target concept precisely corresponds to the source term in location, pathology, clinical features, and recommended management.   - Specificity: It is limited to the hand, matching the source’s focus on “hand” without extending to other regions.   - Generality: It does not add extra anatomical detail (e.g., forearm, wrist) nor does it broaden to a generalized term such as “Osteopathy from poliomyelitis,” which covers multiple sites.   - Context Validation: The concept is classified as a *Disorder* in the *Condition* domain of SNOMED, with parent relationships that include “Osteopathy from poliomyelitis” and “Disorder of hand,” confirming its appropriate semantic context. Its synonyms and definitions explicitly reference abnormal bone remodeling in the hand, joint stiffness, contractures, pain, motor deficits, and the role of early physiotherapy, orthotic support, and possible surgical decompression—mirroring the source definition exactly.   - Rule Compliance: The match preserves all key clinical details (hand location, bone remodeling, stiffness, contractures, pain, motor weakness, treatment modalities) without broadening or over‑specifying, satisfying the specificity and generality constraints.    Therefore, this concept is an exact clinical equivalent to the source term.",0.8608108108108108
45596553,"Osteophyte, left knee",llm,36684563,Osteophyte of left knee,exactMatch,,,,"Osteophyte, left knee",36684563,Osteophyte of left knee,True,"- Specificity: The target concept *Osteophyte of left knee* precisely describes a bony outgrowth located in the left knee joint, matching the source term’s location, side, and pathology without adding or omitting any clinical detail. It is not broader (e.g., “Osteophyte of bone” is too general) and not more specific (e.g., “Bone spur of left knee” would be synonymous but not more detailed).   - Generality: The source term does not contain any extra qualifiers (such as “bilateral” or “with fracture”) that would require a more specific sub‑type; therefore the target’s exact phrasing is appropriate.   - Context Validation: In the SNOMED vocabulary, *Osteophyte of left knee* (ID 36684563) is classified under “Disorder” with parents that include “Disorder of knee” and “Osteophyte of bone,” reflecting the same clinical domain (a localized bone growth at the left knee articulation). Its children and synonyms align with the source term’s meaning.   - Rule Compliance: The match respects both the “Maintain Specificity” and “Maintain Generality” rules, preserving all key clinical details (osteophyte formation, left knee location) without over‑ or under‑specifying.    Hence, the exact clinical equivalent is Osteophyte of left knee (ID 36684563).",0.8608108108108108
42617884,"Panniculitis affecting regions of neck and back, sacral and sacrococcygeal region",llm,4273693,Panniculitis affecting sacrum,broadMatch,,,,"Panniculitis of neck, back, sacral and sacrococcygeal regions",-1,no_match,True,,0.8608108108108108
42490240,Papulosquamous disorders in diseases classified elsewhere,llm,4330878,Papulosquamous dermatosis,exactMatch,,,,Papulosquamous disorders in diseases classified elsewhere,-1,no_match,False,,0.8608108108108108
